Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,death_share_risk,income_class,death_share_diarrheal_disease,wat_imp_without_share,country_physicians_proportion
Greece,2012,GRC,0.0006192913,99.65,0.31,0.0,0.03,0.0,99.97,28322.572,10963633,0.06,5.67586,99.99,99.88,low-risk from unsafe water,High Income,1.0306802498770252e-05,0.033091220765963256,0.59213
Greece,2012,GRC,0.0006192913,99.65,0.31,0.0,0.03,0.0,99.97,28322.572,10963633,0.06,5.67586,99.99,99.88,low-risk from unsafe water,High Income,1.0306802498770252e-05,0.033091220765963256,0.59213
Greece,2013,GRC,0.00071092247,99.74,0.25,0.0,0.01,0.0,99.99,27810.912,10914501,0.0,5.1061583,100.0,99.96,low-risk from unsafe water,High Income,0.00011525950659585812,0.011141141496070229,0.59342
Greece,2013,GRC,0.00071092247,99.74,0.25,0.0,0.01,0.0,99.99,27810.912,10914501,0.0,5.1061583,100.0,99.96,low-risk from unsafe water,High Income,0.00011525950659585812,0.011141141496070229,0.59342
Greece,2013,GRC,0.00071092247,99.74,0.25,0.0,0.01,0.0,99.99,27810.912,10914501,0.0,5.1061583,100.0,99.96,low-risk from unsafe water,High Income,0.00011525950659585812,0.011141141496070229,0.59342
Greece,2013,GRC,0.00071092247,99.74,0.25,0.0,0.01,0.0,99.99,27810.912,10914501,0.0,5.1061583,100.0,99.96,low-risk from unsafe water,High Income,0.00011525950659585812,0.011141141496070229,0.59342
Greece,2014,GRC,0.0008671092,99.81,0.19,0.0,0.0,0.0,100.0,28129.96,10862972,0.0,4.5061884,100.0,100.0,low-risk from unsafe water,High Income,0.0003624238376017171,0.0,0.5971700000000001
Greece,2014,GRC,0.0008671092,99.81,0.19,0.0,0.0,0.0,100.0,28129.96,10862972,0.0,4.5061884,100.0,100.0,low-risk from unsafe water,High Income,0.0003624238376017171,0.0,0.5971700000000001
Greece,2014,GRC,0.0008671092,99.81,0.19,0.0,0.0,0.0,100.0,28129.96,10862972,0.0,4.5061884,100.0,100.0,low-risk from unsafe water,High Income,0.0003624238376017171,0.0,0.5971700000000001
Greece,2015,GRC,0.00093225535,99.88,0.12,0.0,0.0,0.0,100.0,28260.387,10806644,0.0,4.588087,100.0,100.0,low-risk from unsafe water,High Income,0.00035006242456029826,0.0,0.59914
Greece,2015,GRC,0.00093225535,99.88,0.12,0.0,0.0,0.0,100.0,28260.387,10806644,0.0,4.588087,100.0,100.0,low-risk from unsafe water,High Income,0.00035006242456029826,0.0,0.59914
Greece,2015,GRC,0.00093225535,99.88,0.12,0.0,0.0,0.0,100.0,28260.387,10806644,0.0,4.588087,100.0,100.0,low-risk from unsafe water,High Income,0.00035006242456029826,0.0,0.59914
Greece,2016,GRC,0.0010108631,99.94,0.06,0.0,0.0,0.0,100.0,28239.92,10749742,0.0,4.3370886,100.0,100.0,low-risk from unsafe water,High Income,0.0004978724140542164,0.0,0.62149
Greece,2018,GRC,0.0008615605,100.0,0.0,0.0,0.0,0.0,100.0,29141.174,10633275,0.0,4.111652,100.0,100.0,low-risk from unsafe water,High Income,0.0007432329174219608,0.0,0.6226200000000002
Greece,2018,GRC,0.0008615605,100.0,0.0,0.0,0.0,0.0,100.0,29141.174,10633275,0.0,4.111652,100.0,100.0,low-risk from unsafe water,High Income,0.0007432329174219608,0.0,0.6226200000000002
Greece,2018,GRC,0.0008615605,100.0,0.0,0.0,0.0,0.0,100.0,29141.174,10633275,0.0,4.111652,100.0,100.0,low-risk from unsafe water,High Income,0.0007432329174219608,0.0,0.6226200000000002
Greece,2019,GRC,0.0008239846,100.0,0.0,0.0,0.0,0.0,100.0,29721.586,10574026,0.0,3.7720237,100.0,100.0,low-risk from unsafe water,High Income,0.0008974821889032616,0.0,0.5486052631578949
Greece,2019,GRC,0.0008239846,100.0,0.0,0.0,0.0,0.0,100.0,29721.586,10574026,0.0,3.7720237,100.0,100.0,low-risk from unsafe water,High Income,0.0008974821889032616,0.0,0.5486052631578949
Greece,2019,GRC,0.0008239846,100.0,0.0,0.0,0.0,0.0,100.0,29721.586,10574026,0.0,3.7720237,100.0,100.0,low-risk from unsafe water,High Income,0.0008974821889032616,0.0,0.5486052631578949
Hungary,2002,HUN,0.006456847,92.22,7.75,0.0,0.03,0.0,99.97,21270.012,10148404,0.0,4.930601,100.0,99.9,low-risk from unsafe water,High Income,0.00022042874919051312,0.03498086989836038,0.31918
Hungary,2002,HUN,0.006456847,92.22,7.75,0.0,0.03,0.0,99.97,21270.012,10148404,0.0,4.930601,100.0,99.9,low-risk from unsafe water,High Income,0.00022042874919051312,0.03498086989836038,0.31918
Hungary,2002,HUN,0.006456847,92.22,7.75,0.0,0.03,0.0,99.97,21270.012,10148404,0.0,4.930601,100.0,99.9,low-risk from unsafe water,High Income,0.00022042874919051312,0.03498086989836038,0.31918
Hungary,2003,HUN,0.0067595965,92.24,7.73,0.0,0.03,0.0,99.97,22200.104,10118060,0.0,5.681994,100.0,99.9,low-risk from unsafe water,High Income,8.133970346094014e-05,0.03458172811784077,0.32431
Hungary,2003,HUN,0.0067595965,92.24,7.73,0.0,0.03,0.0,99.97,22200.104,10118060,0.0,5.681994,100.0,99.9,low-risk from unsafe water,High Income,8.133970346094014e-05,0.03458172811784077,0.32431
Hungary,2004,HUN,0.007810664,92.26,7.71,0.0,0.03,0.0,99.97,23362.812,10094499,0.0,5.409879,100.0,99.9,low-risk from unsafe water,High Income,4.487592697765387e-05,0.034167124094023886,0.33345
Hungary,2004,HUN,0.007810664,92.26,7.71,0.0,0.03,0.0,99.97,23362.812,10094499,0.0,5.409879,100.0,99.9,low-risk from unsafe water,High Income,4.487592697765387e-05,0.034167124094023886,0.33345
Hungary,2004,HUN,0.007810664,92.26,7.71,0.0,0.03,0.0,99.97,23362.812,10094499,0.0,5.409879,100.0,99.9,low-risk from unsafe water,High Income,4.487592697765387e-05,0.034167124094023886,0.33345
Hungary,2004,HUN,0.007810664,92.26,7.71,0.0,0.03,0.0,99.97,23362.812,10094499,0.0,5.409879,100.0,99.9,low-risk from unsafe water,High Income,4.487592697765387e-05,0.034167124094023886,0.33345
Hungary,2005,HUN,0.009574494,92.28,7.69,0.0,0.03,0.0,99.97,24414.582,10073533,0.0,5.6131797,100.0,99.9,low-risk from unsafe water,High Income,0.000188513801463697,0.033662469761105665,0.27816
Hungary,2005,HUN,0.009574494,92.28,7.69,0.0,0.03,0.0,99.97,24414.582,10073533,0.0,5.6131797,100.0,99.9,low-risk from unsafe water,High Income,0.000188513801463697,0.033662469761105665,0.27816
Hungary,2005,HUN,0.009574494,92.28,7.69,0.0,0.03,0.0,99.97,24414.582,10073533,0.0,5.6131797,100.0,99.9,low-risk from unsafe water,High Income,0.000188513801463697,0.033662469761105665,0.27816
Hungary,2005,HUN,0.009574494,92.28,7.69,0.0,0.03,0.0,99.97,24414.582,10073533,0.0,5.6131797,100.0,99.9,low-risk from unsafe water,High Income,0.000188513801463697,0.033662469761105665,0.27816
Hungary,2006,HUN,0.011257151,92.31,7.66,0.0,0.03,0.0,99.97,25417.547,10057063,0.0,5.478712,100.0,99.9,low-risk from unsafe water,High Income,0.00028825512975308996,0.033091171846094634,0.30405999999999994
Iceland,2002,ISL,0.003098289,90.79,9.21,0.0,0.0,0.0,100.0,42484.516,287799,0.0,7.7080927,100.0,100.0,low-risk from unsafe water,High Income,0.00023627601207787383,0.0,0.36067
Iceland,2003,ISL,0.0033808523,91.42,8.58,0.0,0.0,0.0,100.0,43095.355,289806,0.0,7.9075546,100.0,100.0,low-risk from unsafe water,High Income,0.00034505841839023346,0.0,0.36354
Iceland,2004,ISL,0.00365792,92.05,7.95,0.0,0.0,0.0,100.0,46051.742,292364,0.0,7.5513787,100.0,100.0,low-risk from unsafe water,High Income,0.0004549123695119783,0.0,0.42081999999999997
Iceland,2005,ISL,0.003948901,92.67,7.33,0.0,0.0,0.0,100.0,48104.652,297037,0.0,7.247195,100.0,100.0,low-risk from unsafe water,High Income,0.00022892770934260717,0.0,0.36339000000000005
Iceland,2005,ISL,0.003948901,92.67,7.33,0.0,0.0,0.0,100.0,48104.652,297037,0.0,7.247195,100.0,100.0,low-risk from unsafe water,High Income,0.00022892770934260717,0.0,0.36339000000000005
Iceland,2005,ISL,0.003948901,92.67,7.33,0.0,0.0,0.0,100.0,48104.652,297037,0.0,7.247195,100.0,100.0,low-risk from unsafe water,High Income,0.00022892770934260717,0.0,0.36339000000000005
Iceland,2005,ISL,0.003948901,92.67,7.33,0.0,0.0,0.0,100.0,48104.652,297037,0.0,7.247195,100.0,100.0,low-risk from unsafe water,High Income,0.00022892770934260717,0.0,0.36339000000000005
Iceland,2006,ISL,0.004234217,93.3,6.7,0.0,0.0,0.0,100.0,49956.848,304086,0.0,6.981108,100.0,100.0,low-risk from unsafe water,High Income,0.00011181047466835042,0.0,0.36537000000000003
Iceland,2006,ISL,0.004234217,93.3,6.7,0.0,0.0,0.0,100.0,49956.848,304086,0.0,6.981108,100.0,100.0,low-risk from unsafe water,High Income,0.00011181047466835042,0.0,0.36537000000000003
Iceland,2006,ISL,0.004234217,93.3,6.7,0.0,0.0,0.0,100.0,49956.848,304086,0.0,6.981108,100.0,100.0,low-risk from unsafe water,High Income,0.00011181047466835042,0.0,0.36537000000000003
Iceland,2006,ISL,0.004234217,93.3,6.7,0.0,0.0,0.0,100.0,49956.848,304086,0.0,6.981108,100.0,100.0,low-risk from unsafe water,High Income,0.00011181047466835042,0.0,0.36537000000000003
Iceland,2006,ISL,0.004234217,93.3,6.7,0.0,0.0,0.0,100.0,49956.848,304086,0.0,6.981108,100.0,100.0,low-risk from unsafe water,High Income,0.00011181047466835042,0.0,0.36537000000000003
Iceland,2006,ISL,0.004234217,93.3,6.7,0.0,0.0,0.0,100.0,49956.848,304086,0.0,6.981108,100.0,100.0,low-risk from unsafe water,High Income,0.00011181047466835042,0.0,0.36537000000000003
Iceland,2008,ISL,0.0048339847,94.56,5.44,0.0,0.0,0.0,100.0,52999.438,317722,0.0,6.8596244,100.0,100.0,low-risk from unsafe water,High Income,0.0007427877200823361,0.0,0.37182
Iceland,2008,ISL,0.0048339847,94.56,5.44,0.0,0.0,0.0,100.0,52999.438,317722,0.0,6.8596244,100.0,100.0,low-risk from unsafe water,High Income,0.0007427877200823361,0.0,0.37182
Iceland,2010,ISL,0.005088321,95.81,4.19,0.0,0.0,0.0,100.0,47457.62,318346,0.0,6.6777287,100.0,100.0,low-risk from unsafe water,High Income,0.0007413317585268857,0.0,0.35654
Iceland,2011,ISL,0.005076438,96.44,3.56,0.0,0.0,0.0,100.0,48186.168,319308,0.0,6.56287,100.0,100.0,low-risk from unsafe water,High Income,0.0013028173425031632,0.0,0.34559999999999996
Iceland,2011,ISL,0.005076438,96.44,3.56,0.0,0.0,0.0,100.0,48186.168,319308,0.0,6.56287,100.0,100.0,low-risk from unsafe water,High Income,0.0013028173425031632,0.0,0.34559999999999996
Iceland,2011,ISL,0.005076438,96.44,3.56,0.0,0.0,0.0,100.0,48186.168,319308,0.0,6.56287,100.0,100.0,low-risk from unsafe water,High Income,0.0013028173425031632,0.0,0.34559999999999996
Iceland,2011,ISL,0.005076438,96.44,3.56,0.0,0.0,0.0,100.0,48186.168,319308,0.0,6.56287,100.0,100.0,low-risk from unsafe water,High Income,0.0013028173425031632,0.0,0.34559999999999996
Iceland,2012,ISL,0.0051864525,97.06,2.94,0.0,0.0,0.0,100.0,48440.254,320988,0.0,6.5384617,100.0,100.0,low-risk from unsafe water,High Income,0.0017383827432801227,0.0,0.35074
Iceland,2012,ISL,0.0051864525,97.06,2.94,0.0,0.0,0.0,100.0,48440.254,320988,0.0,6.5384617,100.0,100.0,low-risk from unsafe water,High Income,0.0017383827432801227,0.0,0.35074
Iceland,2014,ISL,0.005367564,98.32,1.68,0.0,0.0,0.0,100.0,50450.742,327650,0.0,6.623769,100.0,100.0,low-risk from unsafe water,High Income,0.0018495345643216846,0.0,0.36305999999999994
Iceland,2015,ISL,0.0054338938,98.94,1.06,0.0,0.0,0.0,100.0,52142.934,331068,0.0,6.521187,100.0,100.0,low-risk from unsafe water,High Income,0.0016008795776094335,0.0,0.37826
Iceland,2015,ISL,0.0054338938,98.94,1.06,0.0,0.0,0.0,100.0,52142.934,331068,0.0,6.521187,100.0,100.0,low-risk from unsafe water,High Income,0.0016008795776094335,0.0,0.37826
Iceland,2016,ISL,0.0055989027,99.57,0.43,0.0,0.0,0.0,100.0,54665.766,335677,0.0,6.5998845,100.0,100.0,low-risk from unsafe water,High Income,0.0014776109176380867,0.0,0.38892000000000004
Iceland,2016,ISL,0.0055989027,99.57,0.43,0.0,0.0,0.0,100.0,54665.766,335677,0.0,6.5998845,100.0,100.0,low-risk from unsafe water,High Income,0.0014776109176380867,0.0,0.38892000000000004
Iceland,2016,ISL,0.0055989027,99.57,0.43,0.0,0.0,0.0,100.0,54665.766,335677,0.0,6.5998845,100.0,100.0,low-risk from unsafe water,High Income,0.0014776109176380867,0.0,0.38892000000000004
Iceland,2017,ISL,0.0059941793,100.0,0.0,0.0,0.0,0.0,100.0,55638.492,343641,0.0,6.8106956,100.0,100.0,low-risk from unsafe water,High Income,0.0010796150633946473,0.0,0.39773000000000003
Iceland,2017,ISL,0.0059941793,100.0,0.0,0.0,0.0,0.0,100.0,55638.492,343641,0.0,6.8106956,100.0,100.0,low-risk from unsafe water,High Income,0.0010796150633946473,0.0,0.39773000000000003
Iceland,2017,ISL,0.0059941793,100.0,0.0,0.0,0.0,0.0,100.0,55638.492,343641,0.0,6.8106956,100.0,100.0,low-risk from unsafe water,High Income,0.0010796150633946473,0.0,0.39773000000000003
Iceland,2018,ISL,0.005161768,100.0,0.0,0.0,0.0,0.0,100.0,56816.363,352951,0.0,6.962508,100.0,100.0,low-risk from unsafe water,High Income,0.0007621454536182075,0.0,0.4077799999999999
Iceland,2018,ISL,0.005161768,100.0,0.0,0.0,0.0,0.0,100.0,56816.363,352951,0.0,6.962508,100.0,100.0,low-risk from unsafe water,High Income,0.0007621454536182075,0.0,0.4077799999999999
Iceland,2019,ISL,0.0051462823,100.0,0.0,0.0,0.0,0.0,100.0,56923.17,360787,0.0,7.1604977,100.0,100.0,low-risk from unsafe water,High Income,0.0002688566938387469,0.0,0.41416000000000003
Iceland,2019,ISL,0.0051462823,100.0,0.0,0.0,0.0,0.0,100.0,56923.17,360787,0.0,7.1604977,100.0,100.0,low-risk from unsafe water,High Income,0.0002688566938387469,0.0,0.41416000000000003
Iceland,2019,ISL,0.0051462823,100.0,0.0,0.0,0.0,0.0,100.0,56923.17,360787,0.0,7.1604977,100.0,100.0,low-risk from unsafe water,High Income,0.0002688566938387469,0.0,0.41416000000000003
Ireland,2002,IRL,0.0017578572,93.93,3.29,0.0,2.79,0.0,97.21,52342.86,3894256,0.0,5.272414,97.01,97.51,low-risk from unsafe water,High Income,0.0007780690329552038,2.798788780193187,0.24166
Ireland,2002,IRL,0.0017578572,93.93,3.29,0.0,2.79,0.0,97.21,52342.86,3894256,0.0,5.272414,97.01,97.51,low-risk from unsafe water,High Income,0.0007780690329552038,2.798788780193187,0.24166
Ireland,2003,IRL,0.0018685014,94.14,3.08,0.0,2.78,0.0,97.22,53049.168,3958706,0.0,5.521043,97.01,97.54,low-risk from unsafe water,High Income,0.0006605693880778214,2.7907351543660983,0.2580299999999999
Ireland,2004,IRL,0.0020965366,94.36,2.87,0.0,2.76,0.0,97.24,55623.887,4031961,0.0,5.7001395,97.01,97.58,low-risk from unsafe water,High Income,0.0005845790671090321,2.7807064602063365,0.27454
Ireland,2004,IRL,0.0020965366,94.36,2.87,0.0,2.76,0.0,97.24,55623.887,4031961,0.0,5.7001395,97.01,97.58,low-risk from unsafe water,High Income,0.0005845790671090321,2.7807064602063365,0.27454
Ireland,2006,IRL,0.0026101198,94.8,2.46,0.0,2.74,0.0,97.26,58812.305,4234809,0.0,5.8497844,97.0,97.66,low-risk from unsafe water,High Income,0.0005119475282120161,2.7346924028923145,0.36638000000000004
Ireland,2006,IRL,0.0026101198,94.8,2.46,0.0,2.74,0.0,97.26,58812.305,4234809,0.0,5.8497844,97.0,97.66,low-risk from unsafe water,High Income,0.0005119475282120161,2.7346924028923145,0.36638000000000004
Ireland,2006,IRL,0.0026101198,94.8,2.46,0.0,2.74,0.0,97.26,58812.305,4234809,0.0,5.8497844,97.0,97.66,low-risk from unsafe water,High Income,0.0005119475282120161,2.7346924028923145,0.36638000000000004
Ireland,2006,IRL,0.0026101198,94.8,2.46,0.0,2.74,0.0,97.26,58812.305,4234809,0.0,5.8497844,97.0,97.66,low-risk from unsafe water,High Income,0.0005119475282120161,2.7346924028923145,0.36638000000000004
Ireland,2007,IRL,0.003399972,95.02,2.26,0.0,2.72,0.0,97.28,60170.418,4359841,0.0,6.184448,97.0,97.7,low-risk from unsafe water,High Income,0.0010706812473207166,2.702575621450415,0.38986
Ireland,2007,IRL,0.003399972,95.02,2.26,0.0,2.72,0.0,97.28,60170.418,4359841,0.0,6.184448,97.0,97.7,low-risk from unsafe water,High Income,0.0010706812473207166,2.702575621450415,0.38986
Ireland,2008,IRL,0.003776319,95.24,2.05,0.0,2.71,0.0,97.29,56312.504,4452393,0.0,7.2256145,97.0,97.74,low-risk from unsafe water,High Income,0.0008368533505465489,2.6896772140285012,0.40144
Ireland,2008,IRL,0.003776319,95.24,2.05,0.0,2.71,0.0,97.29,56312.504,4452393,0.0,7.2256145,97.0,97.74,low-risk from unsafe water,High Income,0.0008368533505465489,2.6896772140285012,0.40144
Ireland,2009,IRL,0.004047928,95.46,1.84,0.0,2.7,0.0,97.3,52902.887,4499797,0.0,8.097361,97.0,97.78,low-risk from unsafe water,High Income,0.0008487049526900879,2.696299410840089,0.40388
Ireland,2010,IRL,0.0041919937,95.68,1.64,0.0,2.69,0.0,97.31,53500.914,4524581,0.0,8.003482,97.0,97.82,low-risk from unsafe water,High Income,0.0006420484018299154,2.704758738985997,0.41326
Ireland,2011,IRL,0.0043017906,95.9,1.43,0.0,2.67,0.0,97.33,53712.285,4544504,0.0,7.6760826,96.99,97.86,low-risk from unsafe water,High Income,0.0006596979560365663,2.7023631181752727,0.40937999999999997
Ireland,2011,IRL,0.0043017906,95.9,1.43,0.0,2.67,0.0,97.33,53712.285,4544504,0.0,7.6760826,96.99,97.86,low-risk from unsafe water,High Income,0.0006596979560365663,2.7023631181752727,0.40937999999999997
Ireland,2011,IRL,0.0043017906,95.9,1.43,0.0,2.67,0.0,97.33,53712.285,4544504,0.0,7.6760826,96.99,97.86,low-risk from unsafe water,High Income,0.0006596979560365663,2.7023631181752727,0.40937999999999997
Ireland,2011,IRL,0.0043017906,95.9,1.43,0.0,2.67,0.0,97.33,53712.285,4544504,0.0,7.6760826,96.99,97.86,low-risk from unsafe water,High Income,0.0006596979560365663,2.7023631181752727,0.40937999999999997
Ireland,2011,IRL,0.0043017906,95.9,1.43,0.0,2.67,0.0,97.33,53712.285,4544504,0.0,7.6760826,96.99,97.86,low-risk from unsafe water,High Income,0.0006596979560365663,2.7023631181752727,0.40937999999999997
Ireland,2012,IRL,0.0044575394,96.11,1.22,0.0,2.66,0.0,97.34,53482.2,4564550,0.0,7.6428046,96.99,97.9,low-risk from unsafe water,High Income,0.0006116703727640184,2.688392064935207,0.3942299999999999
Ireland,2013,IRL,0.00483187,96.33,1.02,0.0,2.65,0.0,97.35,53800.207,4588830,0.0,7.2688,96.99,97.94,low-risk from unsafe water,High Income,0.0009342250639051785,2.666453104604006,0.39347000000000004
Ireland,2013,IRL,0.00483187,96.33,1.02,0.0,2.65,0.0,97.35,53800.207,4588830,0.0,7.2688,96.99,97.94,low-risk from unsafe water,High Income,0.0009342250639051785,2.666453104604006,0.39347000000000004
Ireland,2013,IRL,0.00483187,96.33,1.02,0.0,2.65,0.0,97.35,53800.207,4588830,0.0,7.2688,96.99,97.94,low-risk from unsafe water,High Income,0.0009342250639051785,2.666453104604006,0.39347000000000004
Ireland,2014,IRL,0.005085922,96.55,0.81,0.0,2.64,0.0,97.36,58027.84,4622165,0.0,6.7702928,96.99,97.98,low-risk from unsafe water,High Income,0.0011524902291458658,2.6420735737473673,0.30321
Ireland,2014,IRL,0.005085922,96.55,0.81,0.0,2.64,0.0,97.36,58027.84,4622165,0.0,6.7702928,96.99,97.98,low-risk from unsafe water,High Income,0.0011524902291458658,2.6420735737473673,0.30321
Ireland,2014,IRL,0.005085922,96.55,0.81,0.0,2.64,0.0,97.36,58027.84,4622165,0.0,6.7702928,96.99,97.98,low-risk from unsafe water,High Income,0.0011524902291458658,2.6420735737473673,0.30321
Ireland,2014,IRL,0.005085922,96.55,0.81,0.0,2.64,0.0,97.36,58027.84,4622165,0.0,6.7702928,96.99,97.98,low-risk from unsafe water,High Income,0.0011524902291458658,2.6420735737473673,0.30321
Ireland,2015,IRL,0.0050431774,96.77,0.6,0.0,2.63,0.0,97.37,71490.805,4665764,0.0,5.268212,96.99,98.02,low-risk from unsafe water,High Income,0.0010431303426405624,2.6203639961215353,0.31524
Ireland,2016,IRL,0.0046400996,96.99,0.4,0.0,2.62,0.0,97.38,72106.8,4715791,0.0,5.3994823,96.98,98.06,low-risk from unsafe water,High Income,0.0010331246656181327,2.6054165674432985,0.32323
Ireland,2017,IRL,0.0043955008,97.2,0.19,0.0,2.61,0.0,97.39,77749.2,4771860,0.0,5.1552286,96.98,98.1,low-risk from unsafe water,High Income,0.0010528389349226507,2.595319225626904,0.32946
Ireland,2017,IRL,0.0043955008,97.2,0.19,0.0,2.61,0.0,97.39,77749.2,4771860,0.0,5.1552286,96.98,98.1,low-risk from unsafe water,High Income,0.0010528389349226507,2.595319225626904,0.32946
Ireland,2017,IRL,0.0043955008,97.2,0.19,0.0,2.61,0.0,97.39,77749.2,4771860,0.0,5.1552286,96.98,98.1,low-risk from unsafe water,High Income,0.0010528389349226507,2.595319225626904,0.32946
Ireland,2017,IRL,0.0043955008,97.2,0.19,0.0,2.61,0.0,97.39,77749.2,4771860,0.0,5.1552286,96.98,98.1,low-risk from unsafe water,High Income,0.0010528389349226507,2.595319225626904,0.32946
Ireland,2018,IRL,0.004153737,97.33,0.07,0.0,2.59,0.0,97.41,83340.39,4834506,0.0,5.0851736,96.98,98.13,low-risk from unsafe water,High Income,0.0010675340975892884,2.586220805186714,0.33125
Ireland,2019,IRL,0.003945838,97.33,0.07,0.0,2.6,0.0,97.4,86681.27,4896021,0.0,4.981301,96.98,98.13,low-risk from unsafe water,High Income,0.0010739333021651664,2.590246242816361,0.33519999999999994
Latvia,2002,LVA,0.011264434,92.55,5.3,0.68,1.47,0.0,98.53,15157.621,2326150,0.0,2.8607535,99.74,95.97,low-risk from unsafe water,High Income,0.00022397523805429571,1.472604948090192,0.27623000000000003
Latvia,2002,LVA,0.011264434,92.55,5.3,0.68,1.47,0.0,98.53,15157.621,2326150,0.0,2.8607535,99.74,95.97,low-risk from unsafe water,High Income,0.00022397523805429571,1.472604948090192,0.27623000000000003
Latvia,2003,LVA,0.009224915,92.59,5.31,0.68,1.42,0.0,98.58,16593.918,2294342,0.0,2.7355838,99.75,96.12,low-risk from unsafe water,High Income,0.00014078110412484276,1.425986186889313,0.28094
Latvia,2004,LVA,0.0074320626,92.65,5.31,0.68,1.36,0.0,98.64,18165.75,2263453,0.0,3.4922724,99.76,96.26,low-risk from unsafe water,High Income,4.37384827517956e-05,1.3730790964071267,0.28975
Latvia,2005,LVA,0.007102676,92.71,5.3,0.68,1.31,0.0,98.69,20331.7,2233165,0.0,3.2570448,99.77,96.41,low-risk from unsafe water,High Income,0.00020822464976837806,1.3200099410477955,0.29432
Latvia,2005,LVA,0.007102676,92.71,5.3,0.68,1.31,0.0,98.69,20331.7,2233165,0.0,3.2570448,99.77,96.41,low-risk from unsafe water,High Income,0.00020822464976837806,1.3200099410477955,0.29432
Latvia,2005,LVA,0.007102676,92.71,5.3,0.68,1.31,0.0,98.69,20331.7,2233165,0.0,3.2570448,99.77,96.41,low-risk from unsafe water,High Income,0.00020822464976837806,1.3200099410477955,0.29432
Latvia,2005,LVA,0.007102676,92.71,5.3,0.68,1.31,0.0,98.69,20331.7,2233165,0.0,3.2570448,99.77,96.41,low-risk from unsafe water,High Income,0.00020822464976837806,1.3200099410477955,0.29432
Latvia,2005,LVA,0.007102676,92.71,5.3,0.68,1.31,0.0,98.69,20331.7,2233165,0.0,3.2570448,99.77,96.41,low-risk from unsafe water,High Income,0.00020822464976837806,1.3200099410477955,0.29432
Latvia,2006,LVA,0.0066013853,92.78,5.28,0.68,1.26,0.0,98.74,22975.562,2203917,0.0,3.518819,99.77,96.55,low-risk from unsafe water,High Income,4.854992270580063e-05,1.2707828833844468,0.30196
Latvia,2006,LVA,0.0066013853,92.78,5.28,0.68,1.26,0.0,98.74,22975.562,2203917,0.0,3.518819,99.77,96.55,low-risk from unsafe water,High Income,4.854992270580063e-05,1.2707828833844468,0.30196
Latvia,2007,LVA,0.007625497,93.02,5.1,0.68,1.21,0.0,98.79,25466.783,2176059,0.0,3.3608086,99.78,96.7,low-risk from unsafe water,High Income,0.00034374067982531723,1.2216580524700846,0.31464
Latvia,2007,LVA,0.007625497,93.02,5.1,0.68,1.21,0.0,98.79,25466.783,2176059,0.0,3.3608086,99.78,96.7,low-risk from unsafe water,High Income,0.00034374067982531723,1.2216580524700846,0.31464
Latvia,2007,LVA,0.007625497,93.02,5.1,0.68,1.21,0.0,98.79,25466.783,2176059,0.0,3.3608086,99.78,96.7,low-risk from unsafe water,High Income,0.00034374067982531723,1.2216580524700846,0.31464
Latvia,2007,LVA,0.007625497,93.02,5.1,0.68,1.21,0.0,98.79,25466.783,2176059,0.0,3.3608086,99.78,96.7,low-risk from unsafe water,High Income,0.00034374067982531723,1.2216580524700846,0.31464
Latvia,2010,LVA,0.0079093585,93.75,4.52,0.68,1.06,0.0,98.94,21173.402,2101537,0.0,3.6830277,99.8,97.13,low-risk from unsafe water,High Income,0.00027360926788345865,1.0653155285869342,0.30756999999999995
Latvia,2010,LVA,0.0079093585,93.75,4.52,0.68,1.06,0.0,98.94,21173.402,2101537,0.0,3.6830277,99.8,97.13,low-risk from unsafe water,High Income,0.00027360926788345865,1.0653155285869342,0.30756999999999995
Latvia,2010,LVA,0.0079093585,93.75,4.52,0.68,1.06,0.0,98.94,21173.402,2101537,0.0,3.6830277,99.8,97.13,low-risk from unsafe water,High Income,0.00027360926788345865,1.0653155285869342,0.30756999999999995
Latvia,2011,LVA,0.008228689,94.0,4.32,0.68,1.0,0.0,99.0,22117.406,2076974,0.0,3.5192661,99.81,97.28,low-risk from unsafe water,High Income,0.00016755144744228865,1.0124344358667947,0.30837
Latvia,2011,LVA,0.008228689,94.0,4.32,0.68,1.0,0.0,99.0,22117.406,2076974,0.0,3.5192661,99.81,97.28,low-risk from unsafe water,High Income,0.00016755144744228865,1.0124344358667947,0.30837
Latvia,2011,LVA,0.008228689,94.0,4.32,0.68,1.0,0.0,99.0,22117.406,2076974,0.0,3.5192661,99.81,97.28,low-risk from unsafe water,High Income,0.00016755144744228865,1.0124344358667947,0.30837
Latvia,2011,LVA,0.008228689,94.0,4.32,0.68,1.0,0.0,99.0,22117.406,2076974,0.0,3.5192661,99.81,97.28,low-risk from unsafe water,High Income,0.00016755144744228865,1.0124344358667947,0.30837
Latvia,2012,LVA,0.0082923835,94.25,4.12,0.68,0.95,0.0,99.05,23970.453,2053635,0.0,3.2472582,99.82,97.42,low-risk from unsafe water,High Income,0.00010469241126100792,0.9593233461642404,0.30913
