Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,death_share_risk,income_class,death_share_diarrheal_disease,wat_imp_without_share,wat_sm_without_share,country_physicians_proportion
Azerbaijan,2018,AZE,0.074019,87.08,7.61,1.03,3.59,0.68,95.72,14209.593,10152524,0.09,0.92868197,99.85,90.53,medium-risk from unsafe water,High Income,0.002855841562157351,4.192277703554308,12.660625081999314,0.3566833333333333
Azerbaijan,2019,AZE,0.07287235,87.74,7.67,1.04,3.33,0.22,96.45,14442.041,10232761,0.09,1.281571,100.0,91.93,medium-risk from unsafe water,High Income,0.002558644729413694,3.486234067227799,12.034259375353338,0.35668333333333335
Bangladesh,2000,BGD,6.4674354,55.27,39.47,1.13,1.68,2.46,95.87,2267.0754,129193336,16.77,0.59430784,98.47,95.06,high-risk from unsafe water,Middle Income,0.05619365692360479,4.085451435358864,44.20028986634419,0.04030555555555556
Bangladesh,2001,BGD,6.180793,55.27,39.63,1.12,1.61,2.36,96.03,2337.3645,131670488,15.78,0.45549405,98.5,95.25,high-risk from unsafe water,Middle Income,0.051424067024039594,3.9232063907897117,44.19150630018171,0.02498
Bangladesh,2002,BGD,5.928115,55.25,39.83,1.12,1.54,2.27,96.2,2382.2815,134139824,14.77,0.55839545,98.53,95.43,high-risk from unsafe water,Middle Income,0.047419161665218826,3.756900709814559,44.199141785067496,0.04030555555555557
Bangladesh,2003,BGD,5.5855784,55.22,40.03,1.11,1.47,2.17,96.36,2451.9902,136503216,13.78,0.5776212,98.55,95.61,high-risk from unsafe water,Middle Income,0.04388540560099331,3.5931827423025697,44.22037646351131,0.027139999999999997
Bangladesh,2004,BGD,5.3382335,55.19,40.23,1.1,1.4,2.07,96.52,2537.9507,138789728,12.79,0.5715775,98.58,95.8,high-risk from unsafe water,Middle Income,0.03822601338335355,3.4301926148309763,44.23146286445637,0.028089999999999993
Bangladesh,2005,BGD,5.1243978,55.15,40.44,1.09,1.33,1.98,96.69,2663.0962,140912592,11.82,0.5357422,98.61,95.98,high-risk from unsafe water,Middle Income,0.037138561754651425,3.269608439251476,44.251309350693084,0.030840000000000003
Bangladesh,2006,BGD,4.8974195,55.11,40.65,1.09,1.27,1.89,96.85,2806.5928,142628832,10.86,0.57358515,98.64,96.16,high-risk from unsafe water,Middle Income,0.036667460054640284,3.1162205689239606,44.3500469806834,0.03167
Bangladesh,2007,BGD,4.6456175,55.07,40.85,1.08,1.2,1.79,97.0,2973.2812,144135936,9.9,0.5852532,98.67,96.35,high-risk from unsafe water,Middle Income,0.03688580480026855,2.965460327672899,44.46985795409134,0.03293
Bangladesh,2008,BGD,4.464675,55.02,41.06,1.07,1.14,1.7,97.16,3124.2268,145421328,8.96,0.53093374,98.7,96.53,high-risk from unsafe water,Middle Income,0.033577227406422806,2.818465527972623,44.63009923826304,0.0342
Bangladesh,2009,BGD,4.3374877,54.98,41.27,1.07,1.07,1.61,97.31,3253.0913,146706816,8.03,0.5213347,98.73,96.72,high-risk from unsafe water,Middle Income,0.03171843086009037,2.6721771400178165,44.78471334283473,0.03544
Bangladesh,2010,BGD,4.200197,54.92,41.47,1.07,1.01,1.52,97.47,3395.3647,148391136,7.11,0.5637666,98.76,96.9,high-risk from unsafe water,Middle Income,0.02931902886706117,2.5208547497068827,44.82973430434551,0.03635
Bangladesh,2011,BGD,4.234158,54.87,41.68,1.07,0.95,1.43,97.61,3571.0586,150211008,6.2,0.5777122,98.78,97.08,high-risk from unsafe water,Middle Income,0.02647455771017794,2.3703549076776054,44.85190326397384,0.03839000000000001
Bangladesh,2012,BGD,4.2870836,55.21,41.48,1.07,0.89,1.35,97.76,3756.932,152090656,5.3,0.5625645,98.81,97.27,high-risk from unsafe water,Middle Income,0.025339558006771963,2.222029997687695,44.47175374140013,0.040010000000000004
Bangladesh,2013,BGD,4.278044,55.57,41.27,1.07,0.83,1.26,97.91,3932.7083,154030144,4.42,0.52373934,98.84,97.45,high-risk from unsafe water,Middle Income,0.024434314623506422,2.0758689935393426,44.06726582038383,0.04218
Bangladesh,2014,BGD,4.176404,55.94,41.03,1.08,0.78,1.17,98.05,4119.425,155961312,3.55,0.5055411,98.87,97.64,high-risk from unsafe water,Middle Income,0.023568203888923427,1.9325004139488133,43.652181510245306,0.048870000000000004
Bangladesh,2015,BGD,4.1652207,56.33,40.77,1.09,0.72,1.09,98.19,4337.3857,157830000,2.7,0.46535748,98.9,97.82,high-risk from unsafe water,Middle Income,0.02312654121523158,1.792356966356206,43.23563897864791,0.04858
Bangladesh,2016,BGD,4.1331234,56.73,40.5,1.1,0.67,1.01,98.33,4589.0938,159784576,1.85,0.4061069,98.93,98.0,high-risk from unsafe water,Middle Income,0.023216302179254147,1.6537178156670143,42.77705002014713,0.049740000000000006
Bangladesh,2017,BGD,4.027126,57.15,40.2,1.11,0.61,0.92,98.46,4830.776,161793968,1.02,0.40603626,98.96,98.19,high-risk from unsafe water,Middle Income,0.02309013769907664,1.5172395054925658,42.287545602441746,0.05433
Bangladesh,2018,BGD,3.863301,57.59,39.88,1.12,0.56,0.84,98.6,5124.4985,163683952,0.22,0.42589214,98.98,98.37,high-risk from unsafe water,Middle Income,0.02251367928848639,1.3845205790241428,41.81155523419913,0.05808999999999999
Bangladesh,2019,BGD,3.7318625,58.04,39.54,1.14,0.51,0.76,98.73,5467.208,165516224,0.0,0.46258456,99.01,98.55,high-risk from unsafe water,Middle Income,0.02181703347703244,1.2547585667493235,41.33060273293813,0.06367
Belarus,2000,BLR,0.03138055,80.61,18.66,0.15,0.58,0.0,99.42,8053.174,10256489,0.0,4.154228,99.71,98.76,medium-risk from unsafe water,Middle Income,0.00032866997663625437,0.5565159773485839,18.66132747765829,0.32998
Belarus,2001,BLR,0.026668046,80.8,18.48,0.15,0.57,0.0,99.43,8477.084,10201212,0.0,4.2579165,99.71,98.76,medium-risk from unsafe water,Middle Income,0.00030476770799391285,0.5516893482852823,18.469472058810265,0.32800999999999997
Belarus,2002,BLR,0.019262228,80.98,18.3,0.15,0.57,0.0,99.43,8961.642,10135391,0.0,4.0793414,99.71,98.76,medium-risk from unsafe water,Middle Income,0.00026836655833011275,0.5471816528834457,18.28840150320792,0.32988
Belarus,2003,BLR,0.015606711,81.16,18.12,0.15,0.56,0.0,99.44,9660.193,10065881,0.0,4.385541,99.71,98.76,medium-risk from unsafe water,Middle Income,0.00022998483689604517,0.5428436914761857,18.11353621208119,0.33184
Belarus,2004,BLR,0.0123250475,82.53,16.54,0.4,0.53,0.0,99.47,10839.956,9999713,0.0,4.3993654,99.72,98.81,low-risk from unsafe water,Middle Income,0.00020470587505861418,0.5140647536584301,16.80309224874754,0.33020000000000005
Belarus,2005,BLR,0.009487046,83.86,14.96,0.68,0.5,0.0,99.5,11940.187,9935166,0.0,4.5223675,99.74,98.85,low-risk from unsafe water,Middle Income,0.00019063596924299002,0.48592041642786843,15.534325244288821,0.33144999999999997
Belarus,2006,BLR,0.007586179,85.16,13.41,0.96,0.48,0.0,99.52,13214.871,9874700,0.0,3.9855394,99.76,98.9,low-risk from unsafe water,High Income,0.00018441066564047517,0.45831265759972456,14.302804135821848,0.3379500000000001
Belarus,2007,BLR,0.006247939,86.43,11.89,1.24,0.45,0.0,99.55,14417.354,9825990,0.0,3.9947464,99.77,98.95,low-risk from unsafe water,High Income,0.00016670075992342756,0.43082681745045537,13.09520974476872,0.35306
Belarus,2008,BLR,0.005185081,87.66,10.39,1.52,0.42,0.0,99.58,15942.897,9787829,0.0,3.4828227,99.79,98.99,low-risk from unsafe water,High Income,0.00015345588894125553,0.40351134046171017,11.913111681865304,0.31477
Belarus,2009,BLR,0.00497016,88.87,8.93,1.81,0.39,0.0,99.61,16014.115,9757710,0.0,3.480384,99.81,99.04,low-risk from unsafe water,High Income,0.00015741398340389292,0.37647152866809935,10.75914328259397,0.32845
Belarus,2010,BLR,0.004803815,90.05,7.48,2.1,0.36,0.0,99.64,17300.703,9731426,0.0,3.849219,99.83,99.09,low-risk from unsafe water,High Income,0.00014910456083209181,0.3493835333074516,9.627427676067207,0.32498
Belarus,2011,BLR,0.0048989914,91.21,6.07,2.39,0.33,0.0,99.67,18274.021,9706983,0.0,3.0884151,99.84,99.14,low-risk from unsafe water,High Income,0.00014855285107638491,0.32259250891857955,8.52818017709519,0.47611
Belarus,2012,BLR,0.005306485,92.33,4.68,2.69,0.3,0.0,99.7,18611.455,9693754,0.0,3.443698,99.86,99.18,low-risk from unsafe water,High Income,0.0001437007788726638,0.2959225084523498,7.455481127332095,0.48351999999999995
Belarus,2013,BLR,0.0056524714,93.41,3.33,2.98,0.28,0.0,99.72,18805.432,9691143,0.0,3.5686817,99.88,99.23,low-risk from unsafe water,High Income,0.00015333588617978292,0.2693490334421853,6.408986019502549,0.48534
Belarus,2014,BLR,0.0056786565,94.46,2.01,3.28,0.25,0.0,99.75,19119.346,9693741,0.0,3.3728805,99.89,99.28,low-risk from unsafe water,High Income,0.00015112844463246956,0.24299184391247922,5.391293206616517,0.5012
Belarus,2015,BLR,0.0053372355,94.49,1.99,3.3,0.22,0.0,99.78,18362.746,9700609,0.0,3.686742,99.91,99.32,low-risk from unsafe water,High Income,0.00013906343405862455,0.21680082147419816,5.3663744204101,0.51905
Belarus,2016,BLR,0.0051745614,94.51,1.98,3.32,0.2,0.0,99.8,17883.127,9708111,0.0,4.192988,99.93,99.37,low-risk from unsafe water,High Income,0.00014050107173269857,0.19091252664910816,5.340606426935167,0.3816118750000001
Belarus,2017,BLR,0.004970592,94.54,1.96,3.33,0.17,0.0,99.83,18356.102,9707874,0.0,3.9805472,99.95,99.42,low-risk from unsafe water,High Income,0.00013865033682967042,0.16543271987254882,5.318476527404456,0.381611875
Belarus,2018,BLR,0.004781264,94.56,1.95,3.34,0.14,0.0,99.86,18974.7,9695573,0.0,3.9,99.96,99.47,low-risk from unsafe water,High Income,0.00013542263051394694,0.14041459952908406,5.3019971073396075,0.38161187500000004
Belarus,2019,BLR,0.00459346,94.59,1.94,3.36,0.12,0.0,99.88,19279.209,9673971,0.0,4.125271,99.98,99.51,low-risk from unsafe water,High Income,0.00013159022287745126,0.11572290220841058,5.28943078287086,0.38161187500000004
Belgium,2000,BEL,0.009791219,99.42,0.58,0.0,0.0,0.0,100.0,43024.14,10264351,0.0,5.961859,100.0,100.0,low-risk from unsafe water,High Income,0.0008241144520486488,0.0,0.5829009549653943,0.28203999999999996
Belgium,2001,BEL,0.010941691,99.42,0.58,0.0,0.0,0.0,100.0,43347.89,10309249,0.0,6.1394844,100.0,100.0,low-risk from unsafe water,High Income,0.0008469094111510936,0.0,0.5824575582566683,0.28397000000000006
Belgium,2002,BEL,0.01281617,99.42,0.58,0.0,0.0,0.0,100.0,43890.598,10355569,0.0,6.132457,100.0,100.0,low-risk from unsafe water,High Income,0.0013360926859740882,0.0,0.5824209176724138,0.28496999999999995
Belgium,2003,BEL,0.01503817,99.42,0.58,0.0,0.0,0.0,100.0,44160.91,10402550,0.0,6.792584,100.0,100.0,medium-risk from unsafe water,High Income,0.0018398373475734312,0.0,0.5828186358152568,0.28454
Belgium,2004,BEL,0.017156202,99.42,0.58,0.0,0.0,0.0,100.0,45540.47,10456164,0.0,6.9958024,100.0,100.0,medium-risk from unsafe water,High Income,0.00296160236201345,0.0,0.5832349224820881,0.28522000000000003
Belgium,2005,BEL,0.018759716,99.42,0.58,0.0,0.0,0.0,100.0,46342.188,10516979,0.0,6.897908,100.0,100.0,medium-risk from unsafe water,High Income,0.0030850113896775874,0.0,0.5835516073579685,0.28521
Belgium,2006,BEL,0.02003267,99.42,0.58,0.0,0.0,0.0,100.0,47212.58,10582970,0.0,6.807685,100.0,100.0,medium-risk from unsafe water,High Income,0.002874145915560566,0.0,0.583909809817093,0.28664
Belgium,2007,BEL,0.021007175,99.42,0.58,0.0,0.0,0.0,100.0,48590.402,10653698,0.0,6.7758203,100.0,100.0,medium-risk from unsafe water,High Income,0.002218009183290159,0.0,0.5843041542945934,0.28855000000000003
Belgium,2008,BEL,0.022404091,99.42,0.58,0.0,0.0,0.0,100.0,48423.516,10726720,0.0,7.2696805,100.0,100.0,medium-risk from unsafe water,High Income,0.0030053921422391935,0.0,0.5847267384624564,0.29020999999999997
Belgium,2009,BEL,0.023376592,99.42,0.58,0.0,0.0,0.0,100.0,47064.79,10801357,0.0,7.8751006,100.0,100.0,medium-risk from unsafe water,High Income,0.0040118107382248365,0.0,0.5850561184117885,0.29078
Belgium,2010,BEL,0.023413887,99.47,0.53,0.0,0.0,0.0,100.0,47972.56,10877948,0.0,7.7802644,100.0,100.0,medium-risk from unsafe water,High Income,0.004024472262599527,0.0,0.5353031656338125,0.29085
Belgium,2011,BEL,0.023051437,99.52,0.48,0.0,0.0,0.0,100.0,48154.87,10955742,0.0,7.9088397,100.0,100.0,medium-risk from unsafe water,High Income,0.0036211148455303167,0.0,0.48531628437398394,0.29219
Belgium,2012,BEL,0.022526136,99.57,0.43,0.0,0.0,0.0,100.0,48210.926,11031140,0.0,8.043315,100.0,100.0,medium-risk from unsafe water,High Income,0.002159794907869903,0.0,0.4353221879153016,0.29392999999999997
Belgium,2013,BEL,0.023118328,99.62,0.38,0.0,0.0,0.0,100.0,48204.586,11103260,0.0,8.038704,100.0,100.0,medium-risk from unsafe water,High Income,0.00381896848313018,0.0,0.38537330477715553,0.29585
Belgium,2014,BEL,0.022914963,99.67,0.33,0.0,0.0,0.0,100.0,48748.62,11176727,0.0,8.086063,100.0,100.0,medium-risk from unsafe water,High Income,0.003252383278217317,0.0,0.33537546367554655,0.29723000000000005
Belgium,2015,BEL,0.02318299,99.72,0.28,0.0,0.0,0.0,100.0,49456.4,11248306,0.0,7.9176555,100.0,100.0,medium-risk from unsafe water,High Income,0.004363323686251068,0.0,0.28547409716627553,0.30138
Belgium,2016,BEL,0.022708097,99.77,0.23,0.0,0.0,0.0,100.0,49829.926,11316837,0.0,8.320233,100.0,100.0,medium-risk from unsafe water,High Income,0.003641653582180251,0.0,0.23568422872928185,0.30679
Belgium,2017,BEL,0.02196161,99.81,0.19,0.0,0.0,0.0,100.0,50442.27,11384491,0.0,8.337511,100.0,100.0,medium-risk from unsafe water,High Income,0.0037921765672264134,0.0,0.18590203110529932,0.30709000000000003
Belgium,2018,BEL,0.021458052,99.86,0.14,0.0,0.0,0.0,100.0,51113.48,11448598,0.0,8.269925,100.0,100.0,medium-risk from unsafe water,High Income,0.00373338289981009,0.0,0.13615640971933854,0.31145999999999996
Belgium,2019,BEL,0.020991942,99.91,0.09,0.0,0.0,0.0,100.0,51977.184,11510569,0.0,8.181389,100.0,100.0,medium-risk from unsafe water,High Income,0.0036283175922927876,0.0,0.08640754423174041,0.59556
Bhutan,2000,BTN,5.1293163,28.71,54.6,1.06,6.09,9.54,84.37,4087.8306,587210,9.88,3.5426292,98.62,79.51,high-risk from unsafe water,Middle Income,0.062308203198174414,15.73219120927777,71.75048108853733,0.03268
Bhutan,2001,BTN,4.919328,29.25,55.17,1.09,5.08,9.41,85.51,4311.447,603243,9.8,3.5378773,98.66,80.77,high-risk from unsafe water,Middle Income,0.05762520244743827,14.501784521328883,70.79220148431064,0.03268
Bhutan,2002,BTN,4.4848275,29.8,55.62,1.21,4.67,8.7,86.63,4663.1274,619055,9.19,3.3276327,98.7,82.03,high-risk from unsafe water,Middle Income,0.05384012729078999,13.30899516198076,69.85792861700494,0.03268
Bhutan,2003,BTN,4.1070523,30.34,56.05,1.33,4.28,8.0,87.72,4904.5107,634635,8.58,2.856149,98.74,83.29,high-risk from unsafe water,Middle Income,0.04878394667801177,12.147454836244455,68.9117366675333,0.03268
Bhutan,2004,BTN,3.7238483,30.89,56.46,1.45,3.89,7.32,88.79,5076.3154,649995,7.98,3.0369277,98.79,84.54,high-risk from unsafe water,Middle Income,0.04423572489019146,11.013469334379495,67.92436864898961,0.01847
Bhutan,2005,BTN,3.3619993,31.42,56.85,1.57,3.51,6.65,89.84,5336.7764,663332,7.39,2.6420844,98.83,85.8,high-risk from unsafe water,Middle Income,0.04027244275867891,9.940421990797972,67.07335090120785,0.03268
Bhutan,2006,BTN,3.1612272,31.85,57.28,1.68,3.16,6.04,90.81,5626.0547,673273,6.83,2.434693,98.87,87.06,high-risk from unsafe water,Middle Income,0.0379637977462337,8.977636114919207,66.54492308469224,0.03268
Bhutan,2007,BTN,3.08107,32.28,57.7,1.78,2.81,5.43,91.76,6577.4316,681624,6.27,2.6405091,98.91,88.32,high-risk from unsafe water,Middle Income,0.035358203349647316,8.039182892621152,66.05900026994355,0.021660000000000002
Bhutan,2008,BTN,2.9159276,32.7,58.1,1.89,2.47,4.83,92.69,6811.933,689741,5.72,2.3372722,98.96,89.58,high-risk from unsafe water,Middle Income,0.032844212537749676,7.1145545936808166,65.52894492280436,0.02546
Bhutan,2009,BTN,2.7546768,33.12,58.49,1.99,2.14,4.25,93.61,7188.8594,697682,5.18,2.619949,99.0,90.83,high-risk from unsafe water,Middle Income,0.030680166608856186,6.2122858264940195,65.0208834397333,0.03268
Bhutan,2010,BTN,2.6353812,33.54,58.87,2.1,1.82,3.68,94.51,7958.227,705523,4.64,2.5641873,99.04,92.09,high-risk from unsafe water,Middle Income,0.028714868260850464,5.334765840376572,64.57096366808737,0.03268
Bhutan,2011,BTN,2.554721,33.96,59.23,2.2,1.5,3.11,95.39,8499.3545,713338,4.11,2.4589467,99.08,93.35,high-risk from unsafe water,Middle Income,0.027264774903341754,4.480765079106959,64.18542121687054,0.03268
Bhutan,2012,BTN,2.4724293,34.37,59.59,2.29,1.19,2.56,96.25,8837.576,721154,3.58,2.5180655,99.13,94.61,high-risk from unsafe water,Middle Income,0.026643407649406366,3.647625888506477,63.85016237863203,0.02765
Bhutan,2013,BTN,2.410791,34.77,59.93,2.39,0.88,2.03,97.09,8929.046,728898,3.06,2.5541282,99.17,95.86,high-risk from unsafe water,Middle Income,0.026073607006741682,2.833455435465593,63.55868722372677,0.028579999999999994
Bhutan,2014,BTN,2.36174,35.17,60.26,2.48,0.59,1.5,97.91,9349.044,736362,2.55,2.4553182,99.21,97.12,high-risk from unsafe water,Middle Income,0.025306846360893146,2.0364983527123885,63.309214761217994,0.033929999999999995
Bhutan,2015,BTN,2.2892811,35.56,60.67,2.5,0.3,0.99,98.72,9877.247,743284,2.04,2.789641,99.25,98.38,high-risk from unsafe water,Middle Income,0.024321793554011657,1.2553747961748134,63.109524757696924,0.03447999999999999
Bhutan,2016,BTN,2.2181866,35.89,60.95,2.5,0.18,0.48,99.34,10587.57,749764,1.54,2.644663,99.3,99.37,high-risk from unsafe water,Middle Income,0.023386025469347687,0.648470718786178,62.99182142647554,0.040589999999999994
Bhutan,2017,BTN,2.1710074,36.16,61.07,2.5,0.18,0.09,99.73,10986.888,756130,1.05,2.4894648,99.34,100.0,high-risk from unsafe water,Middle Income,0.02352241016756378,0.261991985505138,62.94486397841641,0.04024
Bhutan,2018,BTN,2.0862167,36.33,60.93,2.49,0.18,0.08,99.75,11233.78,762104,0.56,2.5796092,99.38,100.0,high-risk from unsafe water,Middle Income,0.022828905241279403,0.2506219623568437,63.02919286606552,0.042420000000000006
Bhutan,2019,BTN,2.0082746,36.49,60.8,2.47,0.18,0.06,99.76,11797.284,767467,0.14,2.654045,99.42,100.0,high-risk from unsafe water,Middle Income,0.022067398337648394,0.23857703327960683,63.14968591483412,0.046
Bosnia and Herzegovina,2000,BIH,0.02404283,87.35,9.92,1.13,1.38,0.22,98.4,6826.658,4179355,0.66,4.084138,99.48,97.61,medium-risk from unsafe water,Middle Income,0.0002746835337031671,1.4369681446060456,11.354000796773665,0.14547000000000002
Bosnia and Herzegovina,2001,BIH,0.020582126,87.47,9.75,1.31,1.28,0.19,98.53,6966.1177,4194941,0.6,4.330648,99.51,97.8,medium-risk from unsafe water,Middle Income,0.00027461649639410896,1.3162759619265205,11.215032583294974,0.14498999999999998
Bosnia and Herzegovina,2002,BIH,0.019782988,87.59,9.58,1.49,1.17,0.18,98.66,7310.2744,4198410,0.53,4.4333286,99.53,98.0,medium-risk from unsafe water,Middle Income,0.0002841551920846225,1.2004306392181803,11.1081814305892,0.14478
Bosnia and Herzegovina,2003,BIH,0.018264176,87.72,9.4,1.67,1.05,0.16,98.79,7619.566,4183758,0.47,5.4927197,99.56,98.2,medium-risk from unsafe water,Middle Income,0.0002839552383287944,1.0898574917574104,11.046575829672749,0.14776
Bosnia and Herzegovina,2004,BIH,0.017247373,87.84,9.23,1.85,0.94,0.15,98.92,8181.4995,4142858,0.4,5.16201,99.59,98.39,medium-risk from unsafe water,Middle Income,0.00026889649609038017,0.9853101409703157,11.052466678799998,0.15089999999999998
Bosnia and Herzegovina,2005,BIH,0.016488517,87.95,9.05,2.04,0.83,0.13,99.04,8601.171,4094297,0.34,4.9405346,99.62,98.59,medium-risk from unsafe water,Middle Income,0.00025816397784528093,0.8809570971524537,11.077383980693146,0.15331999999999998
Bosnia and Herzegovina,2006,BIH,0.016116675,88.07,8.87,2.23,0.72,0.12,99.17,9147.743,4058086,0.28,5.004611,99.65,98.79,medium-risk from unsafe water,Middle Income,0.0002442037945967631,0.7724577547149075,11.066818199515732,0.15754
