Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,death_share_risk,income_class,death_share_diarrheal_disease,wat_imp_without_share,wat_sm_without_share,country_physicians_proportion
Chile,2002,CHL,0.11390193,93.07,3.29,0.0,3.64,0.0,96.36,16053.654,15693798,2.05,2.7277994,99.2,77.97,medium-risk from unsafe water,High Income,0.0014151450146102302,3.639354858524367,6.925219758786241,0.08921000000000001
Chile,2003,CHL,0.10911487,93.48,3.13,0.0,3.39,0.0,96.61,16636.654,15859114,1.93,2.804819,99.25,79.44,medium-risk from unsafe water,High Income,0.001587982783905835,3.3872888485447548,6.5199291713269725,0.09466000000000001
Chile,2004,CHL,0.10383114,93.88,2.98,0.0,3.14,0.0,96.86,17571.025,16017966,1.8,2.723637,99.3,80.91,medium-risk from unsafe water,High Income,0.0014090428210423221,3.1379889306794633,6.114278179888758,0.09842
Chile,2005,CHL,0.09870443,94.29,2.82,0.0,2.89,0.0,97.11,18415.756,16175315,1.68,2.592165,99.35,82.38,medium-risk from unsafe water,High Income,0.0012613046484720699,2.8912018096710947,5.707857930432885,0.09804000000000002
Chile,2006,CHL,0.09563732,94.71,2.65,0.0,2.64,0.0,97.36,19339.488,16334573,1.56,2.4954758,99.4,83.85,medium-risk from unsafe water,High Income,0.0011764617293638468,2.6458971409904626,5.298810076027087,0.10404000000000001
Chile,2007,CHL,0.09340432,95.12,2.48,0.0,2.4,0.0,97.6,20140.53,16495543,1.44,2.609643,99.45,85.32,medium-risk from unsafe water,High Income,0.001003665050613975,2.4023216453074627,4.8876596544897,0.10365
Chile,2008,CHL,0.09538007,95.54,2.31,0.0,2.15,0.0,97.85,20695.562,16661463,1.31,2.9338076,99.51,86.79,medium-risk from unsafe water,High Income,0.0013063078554386251,2.1594622272966064,4.4724403853371095,0.10389
Chile,2009,CHL,0.09647403,95.96,2.13,0.0,1.91,0.0,98.09,20255.1,16833450,1.19,3.3783138,99.56,88.25,medium-risk from unsafe water,High Income,0.0013320501739096857,1.9173134443622668,4.05310854281208,0.10294
Chile,2010,CHL,0.098007336,96.38,1.95,0.0,1.67,0.0,98.33,21225.104,17004166,1.07,3.19128,99.61,89.72,medium-risk from unsafe water,High Income,0.0014300025064445973,1.6767243980092879,3.631451257297771,0.28664999999999996
Chile,2011,CHL,0.10062178,96.8,1.76,0.0,1.43,0.0,98.57,22323.723,17173568,0.95,3.1934009,99.66,91.19,medium-risk from unsafe water,High Income,0.0014246893831264418,1.4371853303867899,3.206415812951624,0.31709
Chile,2012,CHL,0.103729695,97.23,1.57,0.0,1.2,0.0,98.8,23467.979,17341770,0.82,3.3655207,99.71,92.66,medium-risk from unsafe water,High Income,0.0016365688162165682,1.1991278860231684,2.778955089359391,0.34942
Chile,2013,CHL,0.1082153,97.66,1.38,0.0,0.96,0.0,99.04,24011.592,17509926,0.7,3.5473905,99.76,94.13,medium-risk from unsafe water,High Income,0.0020530069630220024,0.962985223352743,2.3501355745306975,0.37612
Chile,2014,CHL,0.11128754,98.09,1.19,0.0,0.73,0.0,99.27,24197.184,17687108,0.58,3.7268832,99.81,95.6,medium-risk from unsafe water,High Income,0.0026579811691091614,0.7287002487913796,1.9200086300145847,0.4055599999999999
Chile,2015,CHL,0.10954646,98.38,1.12,0.0,0.49,0.0,99.51,24464.746,17870122,0.18,3.986681,99.86,97.07,medium-risk from unsafe water,High Income,0.0022943324057888357,0.496247311574034,1.626508201790676,0.4293999999999999
Chile,2016,CHL,0.10680241,98.58,1.16,0.0,0.26,0.0,99.74,24599.375,18083880,0.17,4.2297626,99.91,98.54,medium-risk from unsafe water,High Income,0.0018530868375591964,0.2646334746746826,1.4322147680696842,0.45874999999999994
Chile,2017,CHL,0.10365837,98.77,1.2,0.0,0.03,0.0,99.97,24546.912,18368582,0.0,4.570498,99.96,100.0,medium-risk from unsafe water,High Income,0.0017888152716415454,0.03474410817340174,1.236578849690194,0.48822
Chile,2018,CHL,0.10056441,98.77,1.23,0.0,0.0,0.0,100.0,25071.99,18701452,0.0,4.654512,100.0,100.0,medium-risk from unsafe water,High Income,0.0016588551519956848,0.0,1.230455260907014,0.51824
Chile,2019,CHL,0.09782877,98.77,1.23,0.0,0.0,0.0,100.0,24816.611,19039484,0.0,4.75196,100.0,100.0,medium-risk from unsafe water,High Income,0.0017557198503909035,5.2522431805399765e-06,1.2229953290750948,0.26025294117647063
Colombia,2000,COL,0.59421223,68.81,22.66,0.14,4.77,3.62,91.61,9138.319,39215136,8.61,4.200178,98.04,73.35,medium-risk from unsafe water,Middle Income,0.004845271988856548,8.476160837488871,31.51934497944875,0.12466999999999999
Colombia,2001,COL,0.54772973,69.16,22.67,0.15,4.53,3.49,91.98,9146.405,39837876,8.24,4.4598284,98.15,74.06,medium-risk from unsafe water,Middle Income,0.003587164134955388,8.103715167947206,31.161191926999322,0.12721000000000002
Colombia,2002,COL,0.51229507,69.51,22.68,0.15,4.3,3.35,92.34,9232.627,40454056,7.88,4.3678036,98.26,74.77,medium-risk from unsafe water,Middle Income,0.004451519026917845,7.737384849618046,30.807088910936397,0.13031
Colombia,2003,COL,0.52323264,69.85,22.69,0.15,4.08,3.22,92.7,9453.328,41057688,7.53,4.4687195,98.38,75.47,medium-risk from unsafe water,Middle Income,0.004501105858664034,7.377414919222923,30.458281041056186,0.13338000000000003
Colombia,2004,COL,0.493597,70.19,22.7,0.16,3.85,3.1,93.05,9816.277,41648272,7.19,4.264066,98.49,76.18,medium-risk from unsafe water,Middle Income,0.003798308847003304,7.023050079964903,30.111508587919328,0.13731
Colombia,2005,COL,0.46737972,70.53,22.7,0.16,3.63,2.97,93.39,10150.708,42220944,6.85,4.357412,98.6,76.89,medium-risk from unsafe water,Middle Income,0.0032436508288398286,6.674464692215314,29.76762670204626,0.14146
Colombia,2006,COL,0.43283546,70.86,22.71,0.16,3.42,2.85,93.73,10692.728,42772912,6.52,4.56696,98.71,77.59,medium-risk from unsafe water,Middle Income,0.0028877622360619264,6.332288061191625,29.42977789307401,0.14521
Colombia,2007,COL,0.40727285,71.06,22.84,0.16,3.2,2.74,94.06,11272.578,43306592,6.2,4.5860624,98.82,78.3,medium-risk from unsafe water,Middle Income,0.003079623536296738,5.99650972304632,29.22395047848605,0.1494
Colombia,2008,COL,0.371977,71.26,22.96,0.17,2.99,2.62,94.39,11507.525,43815316,5.88,4.745627,98.93,79.01,medium-risk from unsafe water,Middle Income,0.0021991853259714024,5.667292231784885,29.027860942506955,0.15450000000000003
Colombia,2009,COL,0.33365574,71.45,23.09,0.17,2.78,2.51,94.71,11507.717,44313916,5.57,5.267974,99.04,79.72,medium-risk from unsafe water,Middle Income,0.0021135347189808274,5.342206723504192,28.82951035065373,0.15999000000000005
Colombia,2010,COL,0.30060986,71.64,23.22,0.17,2.58,2.4,95.03,11890.203,44816104,5.27,5.1072574,99.15,80.42,medium-risk from unsafe water,Middle Income,0.0017665971142873107,5.020126247475684,28.620912696918055,0.16493
Colombia,2011,COL,0.27773577,71.82,23.35,0.17,2.38,2.29,95.33,12578.016,45308896,4.97,4.983835,99.26,81.13,medium-risk from unsafe water,High Income,0.0014482586377739155,4.701864728727886,28.404671347542877,0.30548000000000003
Colombia,2012,COL,0.26410955,71.99,23.47,0.18,2.18,2.18,95.64,12934.966,45782420,4.68,4.712873,99.37,81.84,medium-risk from unsafe water,High Income,0.0013733437419865529,4.389099571407541,28.190388363044157,0.31599
Colombia,2013,COL,0.2580527,72.16,23.6,0.18,1.98,2.08,95.94,13465.075,46237928,4.4,4.9020643,99.48,82.55,medium-risk from unsafe water,High Income,0.001332953327839431,4.084910552220246,27.998218259261098,0.32782
Colombia,2014,COL,0.25520748,72.32,23.73,0.18,1.9,1.87,96.23,13938.231,46677944,4.12,5.0589266,99.6,83.25,medium-risk from unsafe water,High Income,0.0013912566500358283,3.792065048966167,27.852859157635564,0.34065
Colombia,2015,COL,0.24876985,72.48,23.86,0.18,1.7,1.78,96.52,14215.688,47119728,3.85,5.328892,99.71,83.96,medium-risk from unsafe water,High Income,0.0014915196454444728,3.5096913123097826,27.75836906359052,0.34971
Colombia,2016,COL,0.24104631,72.63,23.99,0.19,1.51,1.69,96.8,14358.168,47625960,3.59,5.2966337,99.82,84.67,medium-risk from unsafe water,High Income,0.0016389800856507672,3.2332597600132367,27.688069699802377,0.35929000000000005
Colombia,2017,COL,0.23671402,72.75,24.11,0.19,1.34,1.61,97.05,14334.915,48351668,3.33,5.454982,99.89,85.38,medium-risk from unsafe water,High Income,0.0014930818932658125,2.9826189243357644,27.565940434567842,0.37157
Colombia,2018,COL,0.23431692,72.89,24.25,0.19,1.15,1.52,97.32,14426.435,49276968,3.08,5.460899,100.0,86.08,medium-risk from unsafe water,High Income,0.0014944710072259315,2.6958740643296073,27.322159918605383,0.38441000000000003
Colombia,2019,COL,0.23145601,72.95,24.36,0.19,1.05,1.45,97.5,14616.135,50187404,2.83,5.5418873,100.0,86.79,medium-risk from unsafe water,High Income,0.001489417543892089,2.503548499938351,27.13008028867164,0.22754157894736846
Congo,2000,COG,6.131487,27.42,29.73,9.76,24.77,8.32,66.91,4390.563,3134034,8.24,0.51469445,95.16,26.78,high-risk from unsafe water,Middle Income,0.09320766781726043,33.01626593712768,72.42454931886509,0.014994000000000002
Congo,2001,COG,6.0493526,27.58,29.88,9.77,24.55,8.23,67.23,4389.3535,3254105,8.18,0.96511626,95.16,26.78,high-risk from unsafe water,Middle Income,0.0809476031043866,32.40657569439216,71.6118871394746,0.014994000000000002
Congo,2002,COG,5.9673448,27.78,30.17,9.68,24.24,8.13,67.63,4484.281,3331170,8.25,0.4319827,95.3,26.78,high-risk from unsafe water,Middle Income,0.06946838498185323,32.167316588465916,71.7673970406794,0.014994000000000002
Congo,2003,COG,5.885556,27.98,30.46,9.59,23.93,8.04,68.03,4397.3306,3424664,8.31,0.50115913,95.45,26.78,high-risk from unsafe water,Middle Income,0.06898837374995036,31.80221475741854,71.64632793173287,0.014994000000000002
Congo,2004,COG,5.877747,29.58,29.93,9.76,22.81,7.92,69.27,4398.2036,3543018,8.37,0.43517575,95.59,28.89,high-risk from unsafe water,Middle Income,0.06512526890916163,30.450311006040614,69.77661417469513,0.02154
Congo,2005,COG,5.9877796,31.2,29.38,9.91,21.71,7.81,70.48,4571.793,3672845,8.43,0.4321349,95.74,31.0,high-risk from unsafe water,Middle Income,0.06411487552564837,29.11432418193526,67.8667626866911,0.014993999999999999
Congo,2006,COG,5.9994454,32.84,28.81,10.04,20.63,7.69,71.68,4755.0303,3813325,8.48,0.5549218,95.88,33.12,high-risk from unsafe water,Middle Income,0.05911009420912196,27.813574767427372,65.96246058230022,0.02088
Congo,2007,COG,6.0179787,34.5,28.21,10.15,19.57,7.58,72.86,4280.025,3956337,8.53,0.58651835,96.03,35.23,high-risk from unsafe water,Middle Income,0.05504131725886849,26.5912888613887,64.1713028996266,0.01035
Congo,2008,COG,6.001157,36.19,27.58,10.25,18.52,7.46,74.02,4401.6646,4089607,8.58,1.0992857,96.17,37.34,high-risk from unsafe water,Middle Income,0.052223110924839465,25.484135761700326,62.5931293642641,0.014994000000000002
Congo,2009,COG,5.9133525,37.9,26.93,10.33,17.49,7.35,75.16,4720.4146,4257234,8.61,0.6177088,96.32,39.46,high-risk from unsafe water,Middle Income,0.04978655154966817,24.18408290453379,60.4705308658157,0.014994000000000004
Congo,2010,COG,5.62391,39.63,26.26,10.4,16.47,7.24,76.29,4977.973,4437883,8.65,0.828388,96.46,41.57,high-risk from unsafe water,Middle Income,0.04563099117304354,22.83246313613946,58.135692175751366,0.011559999999999999
Congo,2011,COG,5.369056,41.39,25.57,10.45,15.48,7.12,77.4,4925.377,4584223,8.68,0.65133935,96.6,43.68,high-risk from unsafe water,Middle Income,0.04222918474952026,21.66659431707402,56.19170358859069,0.014994000000000002
Congo,2012,COG,5.0710864,42.43,25.58,10.48,14.5,7.01,78.49,5267.05,4713260,8.7,0.81893635,96.75,45.79,high-risk from unsafe water,Middle Income,0.04071873819818979,20.581847808098853,55.0910410204402,0.014994000000000002
Congo,2013,COG,4.7839127,43.01,26.05,10.51,13.53,6.9,79.57,5105.17,4828073,8.72,0.93664944,96.89,47.91,high-risk from unsafe water,Middle Income,0.03893313129275386,19.565300690358246,54.563363064311574,0.014994000000000002
Congo,2014,COG,4.517852,43.6,26.51,10.51,12.59,6.79,80.62,5319.387,4944865,8.73,0.94694954,97.04,50.02,high-risk from unsafe water,Middle Income,0.034836542554751236,18.56335815032362,54.03015046922414,0.014994000000000002
Congo,2015,COG,4.349092,44.18,26.97,10.51,11.66,6.68,81.66,5009.432,5064390,8.74,1.1188315,97.18,52.13,high-risk from unsafe water,Middle Income,0.026509806709198936,17.58557299102162,53.52020677712419,0.014994000000000002
Congo,2016,COG,4.191519,44.77,27.42,10.49,10.75,6.57,82.68,4363.754,5186830,8.75,1.2043589,97.33,54.24,high-risk from unsafe water,Middle Income,0.027480368548805336,16.63241324662655,53.0386189637987,0.010639999999999998
Congo,2017,COG,4.097762,45.35,27.86,10.46,9.86,6.46,83.68,4073.926,5312347,8.75,0.96620154,97.47,56.36,high-risk from unsafe water,Middle Income,0.025142747640543812,15.698221520544497,52.57096345551222,0.014994000000000002
Congo,2018,COG,3.9199471,45.54,27.87,10.46,9.76,6.37,83.87,3786.412,5441061,8.65,0.68406534,97.47,56.36,high-risk from unsafe water,Middle Income,0.024363446761578304,15.546600194337099,52.495441605966185,0.014994000000000002
Congo,2019,COG,3.8037434,45.72,27.88,10.46,9.66,6.28,84.06,3695.0618,5570736,8.55,0.7831996,97.47,56.36,high-risk from unsafe water,Middle Income,0.023411269175204138,15.397408888161277,52.429840509404855,0.014994000000000002
Costa Rica,2000,CRI,0.35896796,76.29,18.03,0.28,2.26,3.14,94.6,12570.696,3979189,0.79,4.2621875,99.31,87.81,medium-risk from unsafe water,High Income,0.002725178422035244,5.374939466308335,23.611318788828576,0.13133
Costa Rica,2001,CRI,0.35773394,76.66,18.13,0.28,2.07,2.86,95.07,12771.951,4053223,0.75,4.244204,99.35,88.53,medium-risk from unsafe water,High Income,0.0027555848765291224,4.9081928134721435,23.232499174114032,0.20806928571428573
Costa Rica,2002,CRI,0.34486863,77.01,18.23,0.28,1.89,2.6,95.51,12986.001,4122628,0.71,4.5927896,99.39,89.25,medium-risk from unsafe water,High Income,0.0024877335524815724,4.461498830357724,22.869004916281558,0.2080692857142857
Costa Rica,2003,CRI,0.32930583,77.35,18.32,0.28,1.72,2.34,95.94,13333.217,4188609,0.67,4.625784,99.44,89.97,medium-risk from unsafe water,High Income,0.002577705390978246,4.034632977200784,22.52036415908002,0.20806928571428573
Costa Rica,2004,CRI,0.31543761,77.67,18.41,0.27,1.55,2.1,96.35,13713.009,4252803,0.63,4.376972,99.48,90.69,medium-risk from unsafe water,High Income,0.002685052658211537,3.627607486168534,22.186896500966537,0.2080692857142857
Costa Rica,2005,CRI,0.30082053,77.97,18.49,0.27,1.54,1.73,96.74,14049.909,4315894,0.59,4.262262,99.52,91.41,medium-risk from unsafe water,High Income,0.002177764328781013,3.2409276038753503,21.871644669679096,0.2080692857142857
Costa Rica,2006,CRI,0.27575812,78.26,18.57,0.27,1.38,1.52,97.1,14864.781,4378170,0.56,4.584882,99.56,92.13,medium-risk from unsafe water,High Income,0.0015355730819040835,2.8737577572364708,21.574036640879637,0.20415
Costa Rica,2007,CRI,0.27516517,78.54,18.65,0.27,1.22,1.32,97.45,15861.875,4440023,0.52,4.6324,99.61,92.85,medium-risk from unsafe water,High Income,0.001669360721780045,2.5253247562005874,21.29043025227572,0.20904999999999999
Costa Rica,2008,CRI,0.25906503,78.8,18.72,0.27,1.07,1.14,97.79,16385.002,4501921,0.49,5.065134,99.65,93.56,medium-risk from unsafe water,High Income,0.0010704319333902127,2.1949074628364205,21.018271977673532,0.21577
Costa Rica,2009,CRI,0.26672772,79.05,18.79,0.26,0.93,0.97,98.1,16024.03,4563131,0.45,5.5762315,99.69,94.28,medium-risk from unsafe water,High Income,0.0020089276420072093,1.8828300129888886,20.760263073753528,0.22177999999999998
Costa Rica,2010,CRI,0.26141435,79.28,18.83,0.28,0.8,0.81,98.4,16667.016,4622250,0.42,5.806444,99.73,95.0,medium-risk from unsafe water,High Income,0.0017534750392125046,1.5885769917248094,20.521456000865378,0.23057
Costa Rica,2011,CRI,0.26156712,79.5,18.87,0.3,0.67,0.66,98.68,17186.45,4679927,0.39,5.701065,99.78,95.72,medium-risk from unsafe water,High Income,0.001418184514416571,1.3114307124876092,20.298671325428792,0.23720999999999998
Costa Rica,2012,CRI,0.26527852,79.7,18.94,0.29,0.55,0.52,98.94,17809.941,4736593,0.36,5.5034785,99.82,96.44,medium-risk from unsafe water,High Income,0.0017818714844192863,1.051473073578414,20.090410976835038,0.24578000000000005
Costa Rica,2013,CRI,0.2653548,79.89,19.01,0.28,0.43,0.39,99.18,18044.945,4791541,0.33,5.4544544,99.86,97.16,medium-risk from unsafe water,High Income,0.0021166468157112713,0.8076524859121522,19.898629689279502,0.25421
Costa Rica,2014,CRI,0.26548052,80.07,19.07,0.27,0.32,0.27,99.42,18480.652,4844293,0.3,5.4429183,99.9,97.88,medium-risk from unsafe water,High Income,0.0023832167046873506,0.5788254343822721,19.72405467629642,0.26433999999999996
Costa Rica,2015,CRI,0.25964236,80.24,19.13,0.25,0.21,0.16,99.63,18956.191,4895241,0.27,5.519826,99.94,98.6,medium-risk from unsafe water,High Income,0.002498140540986644,0.36361846127698305,19.56379675689103,0.13794
Costa Rica,2016,CRI,0.25265607,80.4,19.19,0.24,0.11,0.05,99.84,19553.6,4945205,0.24,5.365288,99.99,99.31,medium-risk from unsafe water,High Income,0.0026737010902480284,0.16090333969976978,19.41353290712923,0.13759
Costa Rica,2017,CRI,0.24403106,80.53,19.24,0.23,0.0,0.0,100.0,20168.22,4993849,0.21,5.1788964,100.0,100.0,medium-risk from unsafe water,High Income,0.0027589941145597313,0.0,19.298080498629414,0.13385999999999998
Costa Rica,2018,CRI,0.23757191,80.53,19.26,0.22,0.0,0.0,100.0,20503.277,5040738,0.18,5.2816615,100.0,100.0,medium-risk from unsafe water,High Income,0.0024950711582311953,0.0,19.31487016385299,0.28939
Costa Rica,2019,CRI,0.23225963,80.52,19.28,0.2,0.0,0.0,100.0,20818.062,5084527,0.15,5.2762113,100.0,100.0,medium-risk from unsafe water,High Income,0.001715793819169413,0.0,19.337688638490857,0.2080692857142857
Cote d'Ivoire,2000,CIV,4.040165,34.21,37.18,8.29,14.59,5.72,79.69,4052.982,16799664,35.76,0.5869036,93.85,68.93,high-risk from unsafe water,Middle Income,0.07920366740668147,19.897463425458987,64.4387590132755,0.015094285714285711
Cote d'Ivoire,2001,CIV,3.857372,34.25,37.13,8.32,14.68,5.62,79.71,3863.1667,17245470,35.15,0.50978744,93.66,68.94,high-risk from unsafe water,Middle Income,0.07204500660173367,19.83192107840494,64.24985228004803,0.015094285714285715
Cote d'Ivoire,2002,CIV,3.674649,34.3,37.08,8.35,14.76,5.51,79.73,3664.5195,17683904,34.55,0.5432992,93.46,68.94,high-risk from unsafe water,Middle Income,0.06661990474501558,19.755383200451664,64.0206483817148,0.015094285714285715
Cote d'Ivoire,2003,CIV,3.517674,34.34,37.02,8.38,14.76,5.49,79.74,3407.9788,18116450,33.95,0.5154967,93.26,68.95,high-risk from unsafe water,Middle Income,0.06581493614919039,19.677856312908986,63.78318599946458,0.015094285714285711
Cote d'Ivoire,2004,CIV,3.4515717,34.39,36.96,8.41,14.74,5.5,79.76,3435.2803,18544900,33.37,0.559936,93.06,68.96,high-risk from unsafe water,Middle Income,0.06429730006632552,19.611790842765398,63.57819130866168,0.011580000000000002
Cote d'Ivoire,2005,CIV,3.4353812,34.44,36.9,8.44,14.72,5.51,79.78,3391.712,18970216,32.79,0.52909434,92.87,68.96,high-risk from unsafe water,Middle Income,0.06799073874541017,19.567162545750666,63.4369318725733,0.00925
Cote d'Ivoire,2006,CIV,3.5354865,34.48,36.84,8.47,14.69,5.52,79.79,3410.9978,19394062,32.22,0.55780333,92.67,68.97,high-risk from unsafe water,Middle Income,0.0703729832357966,19.543853164953273,63.359810853445765,0.015094285714285715
Cote d'Ivoire,2007,CIV,3.4883082,34.53,36.77,8.5,14.67,5.53,79.8,3374.8477,19817700,31.67,0.5883003,92.47,68.98,high-risk from unsafe water,Middle Income,0.06949030412207269,19.538851632631435,63.33704718509211,0.015094285714285715
Cote d'Ivoire,2008,CIV,3.4585025,34.57,36.71,8.53,14.64,5.55,79.81,3461.7117,20244452,31.12,0.60338175,92.28,68.98,high-risk from unsafe water,Middle Income,0.06450814277412893,19.549914218473287,63.36131993101122,0.014010000000000002
Cote d'Ivoire,2009,CIV,3.3974144,34.62,36.64,8.56,14.61,5.56,79.82,3511.2925,20677762,30.58,0.6682317,92.08,68.99,high-risk from unsafe water,Middle Income,0.06402394998066038,19.57454583334502,63.42380282740463,0.015094285714285711
Cote d'Ivoire,2010,CIV,3.3016984,34.67,36.56,8.6,14.59,5.59,79.83,3673.1814,21120040,30.05,0.58760166,91.88,69.0,high-risk from unsafe water,Middle Income,0.06283936962240602,19.610209071573728,63.516920422499204,0.015094285714285715
Cote d'Ivoire,2011,CIV,3.214321,34.71,36.49,8.63,14.55,5.61,79.83,3404.5247,21562916,29.54,0.5798402,91.69,69.0,high-risk from unsafe water,Middle Income,0.06155549648294322,19.66548958406182,63.66835079262935,0.01531
Cote d'Ivoire,2012,CIV,3.2858603,34.76,36.41,8.66,14.52,5.64,79.84,3589.4216,22010708,29.03,0.74607885,91.49,69.01,high-risk from unsafe water,Middle Income,0.06195548094136726,19.73646190754064,63.864960636432045,0.015094285714285715
Cote d'Ivoire,2013,CIV,3.358746,34.81,36.33,8.7,14.49,5.67,79.84,3894.5154,22469272,28.53,0.7278341,91.29,69.02,high-risk from unsafe water,Middle Income,0.061649037850447494,19.8161515869317,64.08403440930351,0.015094285714285711
Cote d'Ivoire,2014,CIV,3.3915792,34.86,36.25,8.73,14.45,5.7,79.84,4162.0244,22995554,28.04,0.77760935,91.09,69.02,high-risk from unsafe water,Middle Income,0.05940796207823478,19.853050724500918,64.15901526008028,0.023139999999999997
Cote d'Ivoire,2015,CIV,3.437874,34.91,36.17,8.77,14.42,5.74,79.84,4347.778,23596738,27.56,0.80445975,90.9,69.03,high-risk from unsafe water,Middle Income,0.060241674082239675,19.840526262570698,64.0714831007574,0.015094285714285715
Cote d'Ivoire,2016,CIV,3.338117,34.96,36.08,8.8,14.38,5.78,79.84,4541.195,24213620,27.08,0.8609088,90.7,69.04,high-risk from unsafe water,Middle Income,0.05701588610046742,19.831028982861714,63.99026250515206,0.015094285714285711
Cote d'Ivoire,2017,CIV,3.2619126,35.02,35.99,8.83,14.34,5.82,79.84,4750.9365,24848024,26.61,0.94937867,90.5,69.05,high-risk from unsafe water,Middle Income,0.05171715062734968,19.822795567164615,63.909806268699676,0.015094285714285711
Cote d'Ivoire,2018,CIV,3.1331215,35.08,35.9,8.87,14.29,5.86,79.84,4949.6147,25493990,26.15,0.90654147,90.31,69.05,high-risk from unsafe water,Middle Income,0.046436160051839676,19.819514324748695,63.84182703452853,0.016139999999999998
Cote d'Ivoire,2019,CIV,2.9720376,35.14,35.8,8.9,14.24,5.91,79.84,5126.6343,26147544,25.7,0.9592745,90.11,69.06,high-risk from unsafe water,Middle Income,0.04304993233781345,19.82298987621935,63.79168154378094,0.01623
Croatia,2000,HRV,0.011219626,81.84,16.81,0.0,0.95,0.4,98.65,18368.258,4548438,0.0,6.559282,100.0,97.1,low-risk from unsafe water,High Income,0.000276358609263224,1.314846987031592,17.683059547035707,0.23574
Croatia,2001,HRV,0.010635319,81.89,16.77,0.0,0.95,0.4,98.66,19675.709,4506760,0.0,5.9471498,100.0,97.1,low-risk from unsafe water,High Income,0.00018616478356957105,1.3149357853535577,17.713568062199894,0.23938
Croatia,2002,HRV,0.010596111,81.93,16.73,0.0,0.94,0.4,98.66,20797.479,4482874,0.0,4.9027534,100.0,97.1,low-risk from unsafe water,High Income,0.00018381065361194627,1.3134877313080848,17.71711629637594,0.24089
Croatia,2003,HRV,0.010410594,81.97,16.69,0.0,0.94,0.4,98.67,21948.346,4461141,0.0,5.170674,100.0,97.1,low-risk from unsafe water,High Income,0.0001239593189276017,1.3130049016608083,17.733871222631162,0.24653000000000003
Croatia,2004,HRV,0.011636168,82.02,16.65,0.0,0.94,0.39,98.67,22853.732,4443351,0.0,5.244488,100.0,97.1,low-risk from unsafe water,High Income,0.0003265553407777148,1.3119377694897387,17.74293770624918,0.25304000000000004
Croatia,2005,HRV,0.012310514,82.06,16.62,0.0,0.93,0.39,98.68,23797.303,4429687,0.0,5.87091,100.0,97.1,low-risk from unsafe water,High Income,0.00034381661729147004,1.309415315348466,17.732494417777147,0.25353
Croatia,2006,HRV,0.012610703,82.1,16.58,0.0,0.93,0.39,98.68,24954.39,4417562,0.0,5.908444,100.0,97.1,low-risk from unsafe water,High Income,0.00039773069398912794,1.306014493967487,17.7099495151398,0.25739
Croatia,2007,HRV,0.01218942,82.14,16.54,0.0,0.93,0.39,98.68,26208.113,4405542,0.0,6.4608393,100.0,97.1,low-risk from unsafe water,High Income,0.0002714762451475891,1.3022461254483557,17.682659704526706,0.27047
Cyprus,2000,CYP,0.008864729,95.64,4.25,0.0,0.11,0.0,99.89,32949.79,948238,0.0,2.1802735,99.87,99.93,low-risk from unsafe water,High Income,0.0002615377152149566,0.10999348264887085,4.334671253419501,0.19081999999999996
Cyprus,2001,CYP,0.0085817035,95.64,4.25,0.0,0.11,0.0,99.89,33884.945,964838,0.0,2.233531,99.87,99.93,low-risk from unsafe water,High Income,0.00027776683754163916,0.1101739359353591,4.336893861974756,0.1915
Cyprus,2002,CYP,0.008569986,95.64,4.25,0.0,0.11,0.0,99.89,34745.984,982202,0.0,2.4922118,99.87,99.93,low-risk from unsafe water,High Income,0.0002850737424684535,0.11005882700299938,4.3342408180801915,0.18782
Cyprus,2003,CYP,0.008663824,95.64,4.25,0.0,0.12,0.0,99.88,35226.734,1000355,0.0,2.4770718,99.86,99.92,low-risk from unsafe water,High Income,0.00028989708653428034,0.1176582313278786,4.335260982351265,0.18619
Cyprus,2004,CYP,0.008795706,95.93,3.94,0.0,0.13,0.0,99.87,36505.75,1018688,0.0,2.2318084,99.85,99.92,low-risk from unsafe water,High Income,0.0001433216058302444,0.1252591568762958,4.037448168624741,0.19121
Cyprus,2005,CYP,0.008953895,96.22,3.64,0.0,0.13,0.0,99.87,37730.066,1037070,0.0,2.2543015,99.84,99.91,low-risk from unsafe water,High Income,0.0004927343380871108,0.13287434792251246,3.7418882042677932,0.18964999999999999
Cyprus,2006,CYP,0.00923705,96.52,3.34,0.0,0.14,0.0,99.86,38854.914,1055445,0.0,2.3401067,99.84,99.91,low-risk from unsafe water,High Income,0.00023402451098825615,0.14050945335853596,3.448971760726518,0.18374
Cyprus,2007,CYP,0.009488006,96.81,3.04,0.0,0.15,0.0,99.85,39975.53,1073875,0.0,2.312426,99.83,99.9,low-risk from unsafe water,High Income,0.0005922477010825283,0.14815504597834944,3.157257595157723,0.20146999999999998
Cyprus,2008,CYP,0.009827614,97.11,2.74,0.0,0.16,0.0,99.84,40405.895,1092402,0.0,2.5026631,99.82,99.9,low-risk from unsafe water,High Income,0.0002233609971420777,0.15580344964582638,2.8645132469548753,0.20507
