Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,death_count - Cause: Diarrhoeal diseases - Sex: Both sexes - Age_group: ALLAges,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),wat_imp_number_without,san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,wat_sm_number_without,"Physicians (per 1,000 people)"
Latvia,2013,LVA,0.0085428115,94.51,3.92,0.68,0.9,0.0,4.0,99.1,24715.066,2031491,18407,0.0,3.221273,99.82,97.56,112364,3.1408
Latvia,2014,LVA,0.008781528,94.76,3.72,0.68,0.85,0.0,4.48,99.15,25423.488,2011040,17142,0.0,3.2617822,99.83,97.71,105961,3.1724
Latvia,2015,LVA,0.008965309,95.01,3.51,0.68,0.8,0.0,7.37,99.2,26628.355,1991951,15905,0.0,3.3182821,99.84,97.85,99681,3.1656
Latvia,2016,LVA,0.008069271,95.26,3.31,0.68,0.74,0.0,17.25,99.26,27509.336,1973477,14690,0.0,3.4266155,99.85,98.0,93498,3.1885
Latvia,2017,LVA,0.00785335,95.52,3.11,0.68,0.69,0.0,8.38,99.31,28673.562,1954861,13499,0.0,3.4129624,99.85,98.14,87422,3.1905
Latvia,2018,LVA,0.0074700094,95.78,2.9,0.68,0.64,0.0,13.79,99.36,30051.402,1935632,12334,0.0,3.6970372,99.86,98.29,81469,3.3015
Latvia,2019,LVA,0.007153453,96.03,2.7,0.68,0.59,0.0,13.61,99.41,31038.68,1916552,11199,0.0,3.983577,99.87,98.43,75656,3.04748947368421
Lesotho,2000,LSO,5.9807863,8.85,57.38,11.52,22.02,0.23,2258.93,77.75,1714.2501,1998632,452280,47.34,3.1654186,92.14,74.25,1852915,0.05665
Lesotho,2001,LSO,5.705569,9.72,56.76,11.52,21.49,0.51,2194.5,78.0,1774.5562,1999478,447908,45.95,3.9820359,92.32,74.4,1837874,0.05665
Lesotho,2002,LSO,5.4743657,10.61,56.13,11.5,20.97,0.78,2223.58,78.25,1789.136,1997537,441553,44.57,3.5532315,92.5,74.55,1814432,0.05665
Lesotho,2003,LSO,5.285306,11.53,55.49,11.49,20.45,1.05,2297.42,78.5,1874.9442,1993034,433985,43.19,3.559341,92.68,74.7,1785718,0.0441
Lesotho,2004,LSO,5.1145344,12.46,54.83,11.46,19.93,1.32,2235.78,78.75,1914.0182,1985386,426229,41.83,3.457541,92.86,74.85,1755933,0.05665
Lesotho,2005,LSO,4.966104,13.42,54.15,11.43,19.41,1.58,2187.91,79.01,1988.3322,1977428,419038,40.47,2.6298249,93.04,74.99,1728155,0.05665
Lesotho,2006,LSO,4.873728,14.41,53.46,11.39,18.9,1.84,2342.26,79.27,2073.1157,1976787,412609,39.12,3.4518518,93.21,75.14,1703216,0.05665
Lesotho,2007,LSO,4.9392047,15.37,52.79,11.35,18.4,2.09,2382.71,79.51,2152.6562,1983471,407168,37.81,4.639434,93.39,75.29,1681563,0.05665
Lesotho,2008,LSO,5.068561,16.35,52.09,11.31,17.9,2.35,2619.78,79.75,2258.3767,1995016,402357,36.52,4.369579,93.57,75.44,1662239,0.05665
Lesotho,2009,LSO,5.067121,17.35,51.39,11.26,17.4,2.6,2635.26,80.0,2214.3115,2009178,398081,35.23,4.8653245,93.75,75.58,1644834,0.05665
Lesotho,2010,LSO,5.0084667,18.37,50.67,11.2,16.91,2.85,2561.16,80.24,2315.2769,2022752,394236,33.95,4.7174444,93.93,75.73,1628924,0.0692
Lesotho,2011,LSO,4.8423877,19.42,49.94,11.14,16.42,3.09,2594.18,80.49,2404.3628,2037687,390875,32.68,5.371062,94.11,75.88,1614711,0.05665
Lesotho,2012,LSO,4.635996,20.41,49.23,11.08,15.94,3.34,2693.83,80.72,2535.471,2054722,388473,31.46,4.82381,94.29,76.03,1603691,0.05665
Lesotho,2013,LSO,4.461245,21.42,48.52,11.01,15.47,3.58,2745.18,80.95,2557.0002,2073948,386452,30.25,4.623504,94.47,76.17,1593961,0.05665
Lesotho,2014,LSO,4.3193235,22.45,47.79,10.94,15.0,3.82,2748.17,81.18,2574.2964,2095251,384608,29.05,4.9326367,94.65,76.32,1584679,0.05665
Lesotho,2015,LSO,4.2740717,23.5,47.05,10.86,14.53,4.06,2689.53,81.41,2625.637,2118532,382791,27.85,5.312408,94.82,76.47,1575214,0.05665
Lesotho,2016,LSO,4.297925,24.56,46.3,10.78,14.07,4.29,2624.59,81.64,2688.1345,2143876,380971,26.66,5.077169,95.0,76.62,1565424,0.05665
Lesotho,2017,LSO,4.309095,25.64,45.54,10.7,13.6,4.52,2472.47,81.87,2571.694,2170622,379140,25.48,5.5619307,95.18,76.77,1555264,0.05665
Lesotho,2018,LSO,4.2369113,26.74,44.76,10.61,13.14,4.75,2429.08,82.11,2541.4526,2198030,377243,24.31,5.1424055,95.36,76.91,1544506,0.05665
Lesotho,2019,LSO,4.1473136,27.87,43.97,10.51,12.68,4.98,2354.14,82.34,2533.1191,2225710,375251,23.14,4.9064746,95.54,77.06,1533019,0.05665
Lithuania,2000,LTU,0.011819153,67.2,22.47,0.0,10.33,0.0,4.2,89.67,13846.684,3599639,361756,0.0,4.169639,96.7,75.4,1148742,3.6244
Lithuania,2001,LTU,0.010255751,67.53,22.59,0.0,9.88,0.0,3.89,90.12,14872.379,3560145,343308,0.0,4.2216945,96.89,76.42,1127845,3.6276
Lithuania,2002,LTU,0.010293366,67.86,22.7,0.0,9.44,0.0,7.37,90.56,16004.438,3515799,325176,0.0,4.47404,97.07,77.44,1107028,3.7009
Lithuania,2003,LTU,0.00940968,68.2,22.81,0.0,8.99,0.0,6.13,91.01,17839.783,3469683,307108,0.0,4.597372,97.26,78.46,1085867,3.6698
Lithuania,2004,LTU,0.008726208,70.21,21.24,0.0,8.55,0.0,3.94,91.45,19226.469,3422593,289018,0.0,3.451822,97.44,79.48,1007252,3.6222
Lithuania,2005,LTU,0.0074458183,72.25,19.66,0.0,8.09,0.0,2.03,91.91,21053.186,3373536,270421,0.0,3.4287176,97.63,80.5,928015,3.6961
Lithuania,2006,LTU,0.0070366506,74.32,18.07,0.0,7.61,0.0,0.89,92.39,22977.996,3322937,251408,0.0,3.6486075,97.81,81.53,848320,3.7529
Lithuania,2007,LTU,0.007099728,76.4,16.46,0.0,7.14,0.0,1.06,92.86,25835.367,3272416,232579,0.0,3.794739,98.0,82.55,768976,3.8512
Lithuania,2008,LTU,0.0077696526,78.51,14.83,0.0,6.66,0.0,4.77,93.34,26784.88,3224384,214091,0.0,4.4516134,98.18,83.57,690574,3.8635
Lithuania,2009,LTU,0.0083462475,80.61,13.18,0.0,6.2,0.0,3.3,93.8,23065.062,3180482,196445,0.0,5.2942677,98.37,84.59,613982,3.849
Lithuania,2010,LTU,0.008936251,82.73,11.52,0.0,5.75,0.0,6.29,94.25,23942.76,3139021,179659,0.0,4.8445034,98.55,85.61,539434,3.9138
Lithuania,2011,LTU,0.010035867,84.87,9.84,0.0,5.29,0.0,7.02,94.71,25968.584,3099800,163124,0.0,4.562992,98.73,86.63,466402,4.0238
Lithuania,2012,LTU,0.010715081,87.05,8.14,0.0,4.81,0.0,8.09,95.19,27330.896,3063340,146601,0.0,4.1807637,98.92,87.65,394479,4.1384
Lithuania,2013,LTU,0.011372723,89.24,6.42,0.0,4.34,0.0,4.06,95.66,28589.027,3028191,130557,0.0,4.018032,99.1,88.68,323867,4.2042
Lithuania,2014,LTU,0.012936399,91.44,4.69,0.0,3.87,0.0,6.06,96.13,29855.832,2994928,114890,0.0,4.1231437,99.29,89.7,254328,4.2507
Lithuania,2015,LTU,0.015225696,93.54,3.06,0.0,3.4,0.0,16.6,96.6,30748.197,2963764,99562,0.0,4.289383,99.47,90.72,189298,4.2993
Lithuania,2016,LTU,0.017872827,93.99,3.08,0.0,2.93,0.0,33.4,97.07,31925.803,2933676,84556,0.0,4.3646336,99.66,91.74,173579,4.4338
Lithuania,2017,LTU,0.019250209,94.44,3.1,0.0,2.46,0.0,55.03,97.54,33761.87,2904452,69938,0.0,4.2190022,99.84,92.76,158140,4.5291
Lithuania,2018,LTU,0.016590048,94.87,3.12,0.0,2.01,0.0,61.44,97.99,35446.707,2876128,56291,0.0,4.3118134,100.0,93.78,143614,6.3528
Lithuania,2019,LTU,0.015345878,94.9,3.1,0.0,2.0,0.0,59.37,98.0,37184.453,2849083,55152,0.0,4.5601225,100.0,93.78,140810,5.0399
Luxembourg,2000,LUX,0.0059478725,99.78,0.22,0.0,0.0,0.0,4.92,100.0,99301.52,435634,0,0.0,4.913045,100.0,100.0,979,2.7906
Luxembourg,2001,LUX,0.0061595356,99.77,0.23,0.0,0.0,0.0,4.4,100.0,101143.15,441254,0,0.0,5.3858767,100.0,100.0,996,2.8714
Luxembourg,2002,LUX,0.006724828,99.77,0.23,0.0,0.0,0.0,3.66,100.0,103317.33,445920,0,0.0,5.6561637,100.0,100.0,1009,2.9412
Luxembourg,2003,LUX,0.007414859,99.77,0.23,0.0,0.0,0.0,3.8,100.0,104743.0,451351,0,0.0,5.845245,100.0,100.0,1023,3.0807
Luxembourg,2004,LUX,0.007910608,99.77,0.23,0.0,0.0,0.0,3.92,100.0,107634.836,457798,0,0.0,6.2077923,100.0,100.0,1038,3.1607
Luxembourg,2005,LUX,0.008521335,99.77,0.23,0.0,0.0,0.0,4.46,100.0,108632.36,464868,0,0.0,6.0440474,100.0,100.0,1057,2.5994
Luxembourg,2006,LUX,0.0090985745,99.77,0.23,0.0,0.0,0.0,8.76,100.0,113346.04,472402,0,0.0,5.621431,100.0,100.0,1080,2.616
Luxembourg,2007,LUX,0.009805068,99.77,0.23,0.0,0.0,0.0,9.57,100.0,120647.82,479877,0,0.0,5.3225007,100.0,100.0,1107,2.7227
Luxembourg,2008,LUX,0.010346894,99.77,0.23,0.0,0.0,0.0,11.43,100.0,118154.664,488643,0,0.0,5.7309813,100.0,100.0,1136,2.7359
Luxembourg,2009,LUX,0.010757123,99.76,0.24,0.0,0.0,0.0,7.58,100.0,112230.08,497876,0,0.0,6.364917,100.0,100.0,1168,2.717
Luxembourg,2010,LUX,0.010910801,99.76,0.24,0.0,0.0,0.0,6.54,100.0,114343.984,507075,0,0.0,6.0416913,100.0,100.0,1199,2.7683
Luxembourg,2011,LUX,0.0106299445,99.76,0.24,0.0,0.0,0.0,4.74,100.0,112998.39,518207,0,0.0,5.1538286,100.0,100.0,1231,2.7614
Luxembourg,2012,LUX,0.010458043,99.72,0.27,0.0,0.01,0.0,7.36,99.99,112137.13,530596,68,0.0,4.66995,100.0,99.88,1502,2.8047
Luxembourg,2013,LUX,0.010568342,99.66,0.3,0.0,0.03,0.0,5.78,99.97,113050.664,543068,189,0.0,4.635597,100.0,99.67,1823,2.8327
Luxembourg,2014,LUX,0.010284955,99.61,0.33,0.0,0.06,0.0,4.27,99.94,113313.58,556075,307,0.0,4.5812683,100.0,99.45,2138,2.8891
Luxembourg,2015,LUX,0.01040516,99.57,0.36,0.0,0.07,0.0,0.71,99.93,113182.73,569415,424,0.0,4.465108,100.0,99.24,2450,2.9222
Luxembourg,2016,LUX,0.010484595,99.52,0.38,0.0,0.09,0.0,6.55,99.91,116283.7,583355,539,0.0,4.386434,100.0,99.02,2758,2.9052
Luxembourg,2017,LUX,0.010272568,99.48,0.41,0.0,0.11,0.0,9.7,99.89,114985.84,596290,653,0.0,4.457644,100.0,98.81,3062,3.0073
Luxembourg,2018,LUX,0.010110665,99.44,0.43,0.0,0.13,0.0,5.98,99.87,114164.47,607920,766,0.0,4.4888225,100.0,98.6,3360,2.840361111111111
Luxembourg,2019,LUX,0.0099782925,99.45,0.42,0.0,0.12,0.0,6.17,99.88,114542.5,619981,759,0.0,4.611869,100.0,98.6,3376,2.840361111111111
Madagascar,2000,MDG,7.188328,6.7,29.57,2.47,22.87,38.39,16893.28,38.74,1569.6213,16216432,9658913,39.11,1.7678881,74.24,25.53,14710153,0.16019999999999998
Madagascar,2001,MDG,7.0932627,7.28,29.7,2.49,23.47,37.06,15829.98,39.47,1614.3857,16709664,9842664,39.37,1.8792789,74.78,26.15,15076389,0.087
Madagascar,2002,MDG,6.8700323,7.89,29.82,2.5,24.07,35.73,15188.72,40.2,1372.8085,17211938,10025116,39.63,1.7895337,75.31,26.78,15443082,0.1362
Madagascar,2003,MDG,6.7800045,8.5,29.92,2.51,24.66,34.4,15207.07,40.93,1463.5679,17724310,10205993,39.88,2.1378977,75.85,27.4,15809600,0.1476
Madagascar,2004,MDG,6.683895,9.14,30.0,2.53,25.25,33.08,15205.77,41.67,1496.0701,18250776,10384993,40.14,2.191517,76.39,28.02,16175464,0.1562
Madagascar,2005,MDG,6.8491087,9.86,30.15,2.54,25.78,31.67,15070.55,42.56,1522.0697,18792174,10533062,40.29,1.9391587,76.92,28.65,16528766,0.1801
Madagascar,2006,MDG,6.940003,10.6,30.29,2.56,26.29,30.26,14796.56,43.45,1557.967,19350302,10676646,40.45,1.8815426,77.46,29.27,16879053,0.1705
Madagascar,2007,MDG,7.1075277,11.36,30.41,2.58,26.79,28.86,14689.76,44.35,1599.4363,19924960,10815480,40.6,1.8831644,77.99,29.9,17225706,0.1813
Madagascar,2008,MDG,7.301356,12.14,30.51,2.59,27.28,27.48,14691.38,45.25,1657.8236,20513594,10949070,40.75,1.3941419,78.53,30.52,17568067,0.186
Madagascar,2009,MDG,7.347589,12.95,30.59,2.61,27.76,26.1,14329.54,46.14,1546.3707,21117092,11077587,40.89,1.2360843,79.07,31.14,17905736,0.1813
Madagascar,2010,MDG,7.233768,13.77,30.65,2.62,28.23,24.73,14185.81,47.05,1511.9867,21731052,11200665,41.04,1.8678343,79.6,31.77,18238229,0.1953
Madagascar,2011,MDG,7.2962666,14.62,30.69,2.63,28.69,23.37,14288.28,47.95,1493.4425,22348158,11318068,41.18,1.6781341,80.14,32.39,18564921,0.144
Madagascar,2012,MDG,7.286436,15.49,30.72,2.65,29.13,22.02,13822.49,48.85,1497.0095,22966242,11429786,41.32,1.4897921,80.68,33.02,18885661,0.1427
Madagascar,2013,MDG,7.122419,16.07,31.03,2.66,29.57,20.67,14178.13,49.76,1491.0741,23588078,11536437,41.46,1.304259,81.21,33.64,19272242,0.1534
Madagascar,2014,MDG,7.023876,16.66,31.34,2.67,29.99,19.34,14170.23,50.66,1500.9106,24215980,11638593,41.59,1.748142,81.75,34.26,19660283,0.1812
Madagascar,2015,MDG,6.91994,17.27,31.63,2.68,30.41,18.02,13330.87,51.57,1508.3744,24850912,11736823,41.73,1.99011,82.29,34.89,20050049,0.16019999999999998
Madagascar,2016,MDG,6.7739596,17.89,31.9,2.69,30.81,16.71,13464.87,52.48,1528.5618,25501944,11830850,41.86,2.3719459,82.82,35.51,20441288,0.16019999999999998
Madagascar,2017,MDG,6.694139,18.53,32.16,2.7,31.2,15.42,13317.39,53.38,1548.1564,26169540,11920226,41.99,2.2461514,83.36,36.14,20833170,0.16019999999999998
Madagascar,2018,MDG,6.4257555,19.18,32.41,2.7,31.58,14.13,12887.67,54.29,1557.3225,26846544,12004427,42.12,1.4805613,83.9,36.76,21224836,0.16019999999999998
Madagascar,2019,MDG,6.2053213,19.85,32.63,2.71,31.95,12.85,11085.02,55.2,1585.4717,27533134,12083071,42.25,1.1867731,84.43,37.38,21615346,0.16019999999999998
Malaysia,2000,MYS,0.53073394,92.58,4.3,0.4,1.92,0.8,1208.04,97.28,16089.861,22945152,631570,1.61,1.1732547,99.6,93.5,1721640,0.6961
Malaysia,2001,MYS,0.5411938,92.7,4.24,0.4,1.89,0.78,1233.56,97.33,15762.777,23542522,631927,1.48,1.35142,99.6,93.5,1731412,1.0907714285714287
Malaysia,2002,MYS,0.52526605,92.76,4.18,0.39,1.91,0.76,1242.59,97.33,16199.733,24142448,645392,1.37,1.3667756,99.59,93.35,1751892,0.7031
Malaysia,2003,MYS,0.47554755,92.83,4.11,0.39,1.93,0.74,1221.0,97.34,16723.926,24739420,658154,1.25,1.5188433,99.58,93.21,1770829,1.0907714285714287
Malaysia,2004,MYS,0.47545055,92.9,4.05,0.39,1.94,0.72,1209.45,97.34,17439.764,25333250,670468,1.14,1.4568765,99.57,93.06,1788963,1.0907714285714287
Malaysia,2005,MYS,0.49110794,92.97,3.99,0.39,1.96,0.7,1216.49,97.34,17951.393,25923540,682562,1.04,1.3628044,99.56,92.92,1806894,1.0907714285714287
Malaysia,2006,MYS,0.49499694,93.04,3.93,0.38,1.97,0.68,1244.72,97.35,18535.055,26509416,694460,0.93,1.6748803,99.56,92.77,1824734,1.0907714285714287
Malaysia,2007,MYS,0.49840966,93.11,3.87,0.38,1.98,0.66,1268.34,97.36,19278.424,27092604,706052,0.83,1.6247777,99.55,92.63,1842201,1.0907714285714287
Malaysia,2008,MYS,0.5002233,93.18,3.81,0.38,2.63,0.73,1312.2,97.37,19792.268,27664304,717062,0.73,1.5973082,99.54,92.48,1858606,0.9216
Malaysia,2009,MYS,0.5150512,93.25,3.76,0.38,2.62,0.73,1366.07,97.38,19110.752,28217208,727183,0.64,1.811661,99.53,92.34,1873145,1.0907714285714287
Malaysia,2010,MYS,0.60627705,93.32,3.7,0.37,2.61,0.73,1515.68,97.39,20171.88,28717728,736126,0.55,1.6791056,99.52,92.19,1885153,1.1691
Malaysia,2011,MYS,0.63634866,93.37,3.65,0.37,2.61,0.73,1603.93,97.39,20900.322,29184140,746509,0.37,1.7648227,99.51,92.05,1899500,1.2777
Malaysia,2012,MYS,0.5465804,93.42,3.61,0.37,2.6,0.73,1492.16,97.4,21690.457,29660216,756320,0.31,1.8648727,99.51,91.9,1912452,1.332
Malaysia,2013,MYS,0.51547664,93.47,3.56,0.37,2.6,0.73,1426.88,97.4,22350.908,30134806,765382,0.3,1.8935707,99.5,91.76,1923878,1.0907714285714287
Malaysia,2014,MYS,0.5042188,93.52,3.52,0.36,2.59,0.73,1468.54,97.41,23328.344,30606454,773984,0.3,2.0308816,99.49,91.61,1934561,1.0907714285714287
Malaysia,2015,MYS,0.49827242,93.57,3.48,0.36,2.58,0.73,1497.54,97.42,24151.26,31068834,782441,0.29,2.0336142,99.48,91.47,1945262,1.5358
Malaysia,2016,MYS,0.48704693,93.63,3.44,0.36,2.58,0.73,1573.86,97.42,24859.799,31526414,790776,0.28,1.8888557,99.47,91.32,1956063,1.0907714285714287
Malta,2000,MLT,0.001878521,100.0,0.0,0.0,0.0,0.0,0.34,100.0,27523.588,399212,0,0.0,4.719139,100.0,100.0,0,2.6016
Malta,2001,MLT,0.0018635379,100.0,0.0,0.0,0.0,0.0,0.0,100.0,26996.705,402163,0,0.0,4.8065705,100.0,100.0,0,3.081
Malta,2002,MLT,0.0020051368,100.0,0.0,0.0,0.0,0.0,0.38,100.0,27483.525,404708,0,0.0,5.425636,100.0,100.0,0,3.2656
Malta,2003,MLT,0.0021808753,100.0,0.0,0.0,0.0,0.0,0.38,100.0,28415.844,406926,0,0.0,5.5143604,100.0,100.0,0,3.128
Malta,2004,MLT,0.0022950827,100.0,0.0,0.0,0.0,0.0,0.37,100.0,28265.037,408805,0,0.0,5.5969768,100.0,100.0,0,2.6729083333333326
Malta,2005,MLT,0.0024026106,100.0,0.0,0.0,0.0,0.0,0.0,100.0,29035.654,410217,0,0.0,5.9891844,100.0,100.0,0,2.6729083333333326
Malta,2006,MLT,0.002576122,100.0,0.0,0.0,0.0,0.0,0.68,100.0,29656.346,411204,0,0.0,6.033685,100.0,100.0,0,2.6729083333333326
Malta,2007,MLT,0.0027444009,100.0,0.0,0.0,0.0,0.0,1.73,100.0,30964.36,412091,0,0.0,5.4574027,100.0,100.0,0,2.6729083333333326
Malta,2008,MLT,0.0028936905,100.0,0.0,0.0,0.0,0.0,2.09,100.0,31940.43,413407,0,0.0,5.091847,100.0,100.0,0,3.3553
Malta,2009,MLT,0.002995081,100.0,0.0,0.0,0.0,0.0,1.41,100.0,31341.334,415509,0,0.0,5.1440988,100.0,100.0,0,1.9169
Malta,2010,MLT,0.0030388185,100.0,0.0,0.0,0.0,0.0,1.06,100.0,32916.684,418758,0,0.0,5.135127,100.0,100.0,0,2.153
Malta,2011,MLT,0.0029621767,100.0,0.0,0.0,0.0,0.0,2.42,100.0,32930.297,423577,0,0.0,5.444358,100.0,100.0,0,2.2384
Malta,2012,MLT,0.0029347423,100.0,0.0,0.0,0.0,0.0,3.48,100.0,33979.656,429912,0,0.0,5.4993553,100.0,100.0,0,2.3566
Malta,2013,MLT,0.0029350636,100.0,0.0,0.0,0.0,0.0,2.81,100.0,35339.695,437531,0,0.0,5.7399645,100.0,100.0,0,2.4595
Malta,2014,MLT,0.002901134,100.0,0.0,0.0,0.0,0.0,1.76,100.0,37285.24,446449,0,0.0,5.597742,100.0,100.0,0,2.6592
Malta,2015,MLT,0.0028898416,100.0,0.0,0.0,0.0,0.0,1.05,100.0,39903.938,456585,0,0.0,5.4126062,100.0,100.0,0,2.8598
Malta,2016,MLT,0.00277573,100.0,0.0,0.0,0.0,0.0,1.06,100.0,40319.73,467717,0,0.0,5.6370535,100.0,100.0,0,2.6729083333333326
Malta,2017,MLT,0.0026753477,100.0,0.0,0.0,0.0,0.0,0.55,100.0,43516.55,479507,0,0.0,5.594651,100.0,100.0,0,2.6729083333333326
Malta,2018,MLT,0.002569916,100.0,0.0,0.0,0.0,0.0,0.99,100.0,44615.605,491590,0,0.0,5.5929055,100.0,100.0,0,2.6729083333333326
Malta,2019,MLT,0.0024690758,100.0,0.0,0.0,0.0,0.0,1.04,100.0,45433.918,503646,0,0.0,5.1835227,100.0,100.0,0,2.6729083333333326
Mexico,2000,MEX,0.7786878,39.3,50.65,1.1,6.32,2.63,6936.89,91.05,17942.781,97873448,8847491,9.51,2.0117788,95.42,78.14,60029108,3.253
Mexico,2001,MEX,0.722399,39.52,51.07,0.96,5.85,2.6,6718.96,91.55,17596.787,99394288,8471103,8.97,2.109274,95.68,79.15,60661374,3.0322
Mexico,2002,MEX,0.66684425,39.73,51.49,0.82,5.38,2.57,6312.64,92.05,17324.354,100917080,8085247,8.45,2.1650572,95.94,80.16,61282910,3.0535
Mexico,2003,MEX,0.6205662,39.94,51.91,0.68,5.07,2.4,6313.57,92.54,17315.455,102429344,7691834,7.93,2.4137032,96.19,81.17,61906663,3.1577
Mexico,2004,MEX,0.5834559,40.15,52.32,0.54,4.75,2.22,5684.62,93.02,17731.803,103945816,7292671,7.41,2.5874462,96.45,82.18,62549337,3.3062
Mexico,2005,MEX,0.54445297,40.36,52.74,0.4,4.44,2.06,5813.77,93.5,17883.535,105442400,6888889,6.91,2.4649763,96.7,83.19,63222040,3.5303
Mexico,2006,MEX,0.5064642,40.56,53.15,0.26,4.13,1.89,5216.99,93.98,18434.887,106886792,6480184,6.41,2.421981,96.96,84.2,63929393,3.762
Mexico,2007,MEX,0.4821136,40.77,53.55,0.12,3.82,1.73,4904.13,94.44,18610.73,108302976,6065405,5.92,2.5267596,97.22,85.21,64665600,3.843
Mexico,2008,MEX,0.4532516,40.97,53.94,0.0,3.52,1.58,4553.88,94.91,18586.47,109684496,5642613,5.44,2.616555,97.47,86.22,65417918,3.8988
Mexico,2009,MEX,0.43166935,41.16,54.2,0.0,3.21,1.42,3994.27,95.37,17387.662,111049424,5210336,4.97,2.8606768,97.73,87.23,66168321,3.9581
Mexico,2010,MEX,0.41817683,41.36,54.46,0.0,2.91,1.27,3722.92,95.82,18036.717,112532400,4767563,4.5,2.8809936,97.98,88.24,66903093,3.9972
Mexico,2011,MEX,0.40913987,41.56,54.72,0.0,2.61,1.12,3867.32,96.27,18432.37,114150480,4314049,4.04,2.9141598,98.24,89.25,67618127,4.2008
Mexico,2012,MEX,0.4009005,41.75,54.97,0.0,2.31,0.98,3743.67,96.72,18838.783,115755912,3850762,3.58,3.0072196,98.5,90.26,68315404,4.2236
Mexico,2013,MEX,0.3887287,41.94,55.22,0.0,2.01,0.84,3862.12,97.16,18844.031,117290680,3377953,3.13,3.122532,98.75,91.27,68993972,4.311
Mexico,2014,MEX,0.37956783,42.13,55.47,0.0,1.71,0.7,3821.89,97.59,19141.92,118755888,2896195,2.69,2.8923101,99.01,92.28,69654459,4.4526
Mexico,2015,MEX,0.3733024,42.31,55.71,0.0,1.41,0.56,4060.95,98.03,19542.89,120149896,2406160,2.26,2.9873433,99.26,93.29,70297236,4.6493
Mexico,2016,MEX,0.3619021,42.5,55.96,0.0,1.17,0.38,4195.67,98.45,19830.963,121519224,1908135,1.83,2.8477979,99.52,94.3,70920663,4.6488
Mexico,2017,MEX,0.34614924,42.68,56.2,0.0,0.86,0.27,3964.08,98.88,20032.408,122839256,1402770,1.4,2.7580135,99.78,95.31,71523196,4.7654
Mexico,2018,MEX,0.34296304,42.85,56.42,0.0,0.57,0.16,3650.94,99.27,20278.217,124013864,922287,0.99,2.6718502,100.0,96.32,72119140,4.8496
Mexico,2019,MEX,0.33738008,42.94,56.54,0.0,0.47,0.05,3475.81,99.48,20064.5,125085312,666883,0.35,2.6789145,100.0,97.33,72795924,3.9417421052631574
Moldova,2000,MDA,0.10012912,40.4,42.72,1.43,15.45,0.0,27.94,84.55,5072.8413,4251571,649181,0.0,2.9014316,96.38,75.04,2504897,2.4553
Moldova,2001,MDA,0.09791557,42.3,41.12,1.44,15.14,0.0,23.19,84.86,5394.3345,4200500,634060,0.01,2.865841,96.5,75.64,2415805,2.2925
Moldova,2002,MDA,0.08427978,44.25,39.47,1.44,14.84,0.0,14.73,85.16,5828.5747,4147644,619869,0.02,3.5467281,96.62,76.24,2329220,2.3103
Moldova,2003,MDA,0.07470283,46.25,37.78,1.45,14.52,0.0,13.97,85.48,6230.782,4093984,606144,0.03,3.2140553,96.75,76.83,2243248,2.2824
Moldova,2004,MDA,0.066524014,48.29,36.05,1.45,14.21,0.0,11.74,85.79,6708.4395,4046998,592232,0.04,5.3084745,96.87,77.43,2155406,2.1814
Moldova,2005,MDA,0.05590507,50.46,34.23,1.46,13.86,0.0,11.0,86.14,7229.1406,4001380,576279,0.05,5.0395036,97.0,78.03,2060471,2.3783
Moldova,2006,MDA,0.047463432,52.76,32.32,1.46,13.47,0.0,5.19,86.53,7597.2246,3942748,558302,0.06,5.194627,97.12,78.63,1958716,2.3768
Moldova,2007,MDA,0.04169279,55.09,30.38,1.46,13.07,0.0,5.37,86.93,7843.2944,3876847,540010,0.07,5.62991,97.25,79.23,1854965,2.3871
Moldova,2008,MDA,0.038077425,57.44,28.41,1.47,12.68,0.0,7.44,87.32,8471.181,3812420,521690,0.08,5.2791314,97.37,79.83,1750296,2.3545
Moldova,2009,MDA,0.035371043,59.83,26.41,1.47,12.29,0.0,7.59,87.71,7972.9707,3749496,503724,0.09,5.832838,97.5,80.42,1645998,2.3912
Moldova,2010,MDA,0.031461805,62.24,24.38,1.47,11.9,0.0,5.44,88.1,8547.581,3678186,486335,0.1,4.6463413,97.62,81.02,1542733,2.3808
Moldova,2011,MDA,0.03194348,64.69,22.33,1.47,11.51,0.0,5.85,88.49,9050.126,3595135,469542,0.11,4.2451754,97.75,81.62,1440417,2.4142
Moldova,2012,MDA,0.028112112,67.16,20.24,1.47,11.12,0.0,3.44,88.88,8997.934,3507197,453187,0.11,4.4354115,97.87,82.22,1338418,2.4135
Moldova,2013,MDA,0.027423548,69.66,18.13,1.48,10.73,0.0,4.12,89.27,9814.323,3416532,437077,0.12,4.054993,98.0,82.82,1236042,2.5028
Moldova,2014,MDA,0.025636325,72.2,15.99,1.48,10.33,0.0,5.25,89.67,10311.288,3338338,420968,0.13,4.259882,98.12,83.41,1132542,2.4746
Moldova,2015,MDA,0.024794621,72.49,16.08,1.49,9.94,0.0,5.46,90.06,10355.539,3277390,404560,0.13,3.897043,98.25,84.01,1119746,2.4836
