Entity,Year,Code,"Share of total deaths that are from all causes attributed to unsafe water source, in both sexes aged age-standardized",wat_sm,wat_bas_minus_sm,wat_lim,wat_unimp,wat_sur,death_count - Cause: Diarrhoeal diseases - Sex: Both sexes - Age_group: ALLAges,wat_imp,"GDP per capita, PPP (constant 2017 international $)",Population (historical estimates),wat_imp_number_without,san_od,Domestic general government health expenditure (% of GDP),wat_imp_urban,wat_imp_rural,wat_sm_number_without,"Physicians (per 1,000 people)"
Moldova,2016,MDA,0.024687922,72.8,16.17,1.49,9.54,0.0,6.34,90.46,10938.585,3225125,387831,0.13,3.6767955,98.37,84.61,1106131,2.4358055555555556
Moldova,2017,MDA,0.025587711,73.11,16.26,1.5,9.14,0.0,4.07,90.86,11651.187,3180515,370863,0.13,3.5497465,98.5,85.21,1091844,3.2066
Moldova,2018,MDA,0.02429773,73.42,16.34,1.51,8.73,0.0,1.22,91.27,12367.764,3141839,353705,0.13,3.7236705,98.62,85.81,1076958,2.4358055555555556
Moldova,2019,MDA,0.023614552,73.74,16.42,1.51,8.32,0.0,3.55,91.68,13030.183,3109496,336433,0.13,3.806777,98.75,86.41,1061631,2.5586
Mongolia,2000,MNG,0.39552623,20.6,41.43,7.99,11.45,18.53,421.91,70.02,4424.653,2450988,718767,17.77,3.6193821,94.61,37.25,1903510,3.0145545454545455
Mongolia,2001,MNG,0.3276084,21.2,42.32,7.8,11.11,17.58,360.26,71.32,4515.4653,2472612,694055,17.04,2.9898221,94.8,38.59,1906528,3.0145545454545455
Mongolia,2002,MNG,0.27691597,21.81,43.18,7.59,10.77,16.64,312.62,72.58,4687.445,2494622,669886,16.32,3.0493689,94.98,39.94,1910384,2.7553
Mongolia,2003,MNG,0.23676574,22.42,44.04,7.37,10.44,15.74,275.21,73.82,4972.258,2516461,646323,15.62,2.3848844,95.17,41.28,1915340,3.0145545454545455
Mongolia,2004,MNG,0.20403527,23.02,44.87,7.13,10.12,14.85,245.77,75.03,5453.993,2537955,623398,14.94,2.2812629,95.36,42.63,1921609,3.0145545454545455
Mongolia,2005,MNG,0.1758596,23.63,45.69,6.88,9.8,13.99,226.56,76.2,5800.909,2559258,601183,14.28,2.2726505,95.55,43.97,1929419,3.0145545454545455
Mongolia,2006,MNG,0.15282847,24.24,46.5,6.62,9.49,13.16,212.6,77.35,6243.609,2581245,579553,13.63,2.4913394,95.74,45.32,1938697,3.0145545454545455
Mongolia,2007,MNG,0.13713074,24.84,47.28,6.35,9.18,12.35,202.65,78.47,6818.9937,2605647,558505,13.0,2.8818529,95.92,46.66,1949543,3.0145545454545455
Mongolia,2008,MNG,0.124878764,25.44,48.06,6.06,8.88,11.57,195.66,79.56,7346.279,2633896,538090,12.39,3.2181938,96.11,48.01,1962356,2.8816
Mongolia,2009,MNG,0.11412158,26.04,48.81,5.77,8.58,10.81,188.7,80.61,7163.802,2666718,518442,11.81,3.1017478,96.3,49.35,1977664,2.6704
Mongolia,2010,MNG,0.10751983,26.63,49.55,5.46,8.29,10.07,178.14,81.64,7518.831,2702527,499460,11.23,2.4448433,96.49,50.7,1995657,2.7564
Mongolia,2011,MNG,0.10368368,27.04,50.18,5.16,8.1,9.52,166.3,82.38,8685.78,2743946,488225,10.86,2.1319282,96.67,52.05,2021389,2.8671
Mongolia,2012,MNG,0.100827605,27.34,50.76,4.86,7.97,9.06,152.05,82.96,9586.715,2792354,481199,10.59,2.3420372,96.86,53.39,2052297,3.0435
Mongolia,2013,MNG,0.09999552,27.66,51.34,4.55,7.84,8.61,135.96,83.55,10504.814,2845160,474030,10.31,2.2616057,97.05,54.74,2084678,3.0922
Mongolia,2014,MNG,0.0988267,27.98,51.92,4.23,7.71,8.16,118.88,84.14,11107.989,2902826,466447,10.05,2.3726292,97.24,56.08,2117426,3.1632
Mongolia,2015,MNG,0.09093828,28.31,52.5,3.91,7.58,7.7,99.74,84.72,11134.802,2964756,458215,9.78,2.3892858,97.43,57.43,2149605,3.2194
Mongolia,2016,MNG,0.08619954,28.64,53.09,3.57,7.45,7.25,85.07,85.3,11058.95,3029559,449292,9.51,2.6248667,97.61,58.77,2180936,2.8592
Mongolia,2017,MNG,0.08816259,28.98,53.67,3.23,7.28,6.84,80.65,85.88,11431.498,3096033,439685,9.24,2.4706542,97.8,60.12,2211354,3.0145545454545455
Mongolia,2018,MNG,0.0832061,29.33,54.26,2.88,7.07,6.47,72.66,86.46,12052.294,3163994,429139,8.97,2.2105834,97.99,61.46,2240343,3.8518
Mongolia,2019,MNG,0.07771394,29.69,54.84,2.51,6.85,6.1,66.33,87.05,12458.019,3232435,417623,8.7,2.13345,98.18,62.81,2267574,3.0145545454545455
Montenegro,2011,MNE,0.00784764,84.35,12.06,2.33,1.19,0.07,0.56,98.74,17290.512,631801,7902,0.13,4.85758,99.71,96.97,97834,2.0134
Montenegro,2012,MNE,0.00763643,84.44,12.21,2.17,1.11,0.06,0.57,98.82,16805.408,633053,7370,0.12,5.3049355,99.76,97.1,97373,2.0387
Montenegro,2013,MNE,0.0073331823,84.53,12.37,2.01,1.04,0.06,0.57,98.91,17384.854,633951,6838,0.12,4.8976803,99.8,97.24,96874,2.1523
Montenegro,2014,MNE,0.0070549506,84.62,12.52,1.85,0.96,0.05,0.57,98.99,17677.787,634301,6307,0.11,4.8565645,99.85,97.37,96360,2.1861
Montenegro,2015,MNE,0.0065959967,84.71,12.68,1.69,0.88,0.04,0.58,99.08,18266.879,633969,5779,0.11,5.3956227,99.9,97.5,95849,2.3764
Montenegro,2016,MNE,0.006352322,84.8,12.84,1.52,0.8,0.03,0.57,99.16,18801.268,633264,5254,0.1,5.1899343,99.95,97.63,95340,2.253766666666667
Montenegro,2017,MNE,0.0061711385,84.89,12.99,1.36,0.73,0.03,0.58,99.25,19685.809,632445,4732,0.05,4.5815306,99.99,97.76,94830,2.253766666666667
Montenegro,2018,MNE,0.0060894187,84.95,13.55,0.8,0.68,0.02,0.58,99.3,20690.285,631459,4381,0.05,4.96869,100.0,97.9,94462,2.7557
Montenegro,2019,MNE,0.00603304,85.01,13.67,0.67,0.64,0.01,0.58,99.35,21537.809,630403,4065,0.05,5.067461,100.0,98.03,94115,2.253766666666667
Morocco,2000,MAR,1.4688319,53.83,8.66,5.76,28.78,2.96,3883.65,68.26,4111.6504,28554420,9138639,22.84,0.98038715,95.12,37.56,13293056,0.6463142857142857
Morocco,2001,MAR,1.4012538,54.71,9.02,6.03,27.36,2.88,3651.99,69.76,4353.847,28930100,8807260,21.95,1.0851727,95.33,40.15,13190204,0.483
Morocco,2002,MAR,1.3276018,55.59,9.52,6.13,25.94,2.81,3347.03,71.25,4431.3037,29301820,8469128,21.04,1.2233937,95.54,42.75,13081386,0.6463142857142857
Morocco,2003,MAR,1.2300836,56.46,10.04,6.23,24.55,2.74,3092.53,72.72,4636.992,29661272,8125958,20.13,1.2485907,95.74,45.34,12968859,0.6463142857142857
Morocco,2004,MAR,1.1670333,57.32,10.55,6.3,23.17,2.66,2853.71,74.17,4797.6753,30033124,7778923,19.2,1.2867744,95.95,47.93,12854428,0.531
Morocco,2005,MAR,1.1032856,58.3,11.06,6.35,21.72,2.58,2663.07,75.7,4889.11,30431898,7400724,17.99,1.2350928,96.16,50.52,12700596,0.6463142857142857
Morocco,2006,MAR,1.0362264,59.3,11.56,6.37,20.28,2.5,2510.55,77.22,5189.355,30833024,7016287,16.73,1.8219855,96.37,53.11,12538913,0.6463142857142857
Morocco,2007,MAR,0.97255856,60.28,12.06,6.38,18.87,2.41,2405.61,78.72,5302.171,31232634,6631930,15.49,2.2034433,96.57,55.7,12377985,0.5862
Morocco,2008,MAR,0.93011314,61.25,12.56,6.37,17.48,2.33,2270.53,80.19,5543.0884,31634996,6248464,14.29,2.1286142,96.78,58.29,12219501,0.6463142857142857
Morocco,2009,MAR,0.8835226,62.21,13.06,6.35,16.12,2.25,2140.63,81.63,5703.029,32042880,5866563,13.1,2.5189617,96.99,60.88,12065244,0.6477
Morocco,2010,MAR,0.81848884,64.06,12.66,6.32,14.79,2.17,2004.38,83.04,5841.8784,32464866,5485820,11.94,2.3400414,97.2,63.47,11624234,0.6463142857142857
Morocco,2011,MAR,0.75104463,65.93,12.22,6.27,13.48,2.09,1740.65,84.42,6064.432,32903708,5106286,10.81,2.352462,97.4,66.06,11168228,0.6463142857142857
Morocco,2012,MAR,0.6947759,67.46,12.12,6.2,12.2,2.02,1687.75,85.78,6160.9985,33352166,4726783,9.7,2.4435878,97.61,68.66,10818463,0.6463142857142857
Morocco,2013,MAR,0.62019455,68.99,11.99,6.13,10.95,1.94,1635.63,87.11,6352.433,33803528,4345848,8.62,2.5181446,97.82,71.25,10455623,0.632
Morocco,2014,MAR,0.5980731,70.53,11.84,6.04,9.72,1.87,1564.08,88.41,7462.153,34248608,3961905,7.56,2.154683,98.03,73.84,10075203,0.9135
Morocco,2015,MAR,0.56175256,72.09,11.66,5.94,8.52,1.79,1472.95,89.69,7687.691,34680456,3574400,6.52,2.1044967,98.23,76.43,9675303,0.6463142857142857
Morocco,2016,MAR,0.5287831,73.65,11.46,5.82,7.34,1.72,1389.6,90.94,7632.1855,35107272,3183493,5.51,2.227258,98.44,79.02,9255573,0.6463142857142857
Morocco,2017,MAR,0.5008038,75.22,11.24,5.7,6.19,1.65,1329.95,92.16,7921.619,35528116,2789963,4.52,2.2510002,98.65,81.61,8817218,0.7308
Morocco,2018,MAR,0.45968834,76.79,11.0,5.56,5.06,1.58,1255.88,93.35,8072.0864,35927516,2394406,3.56,2.1431212,98.86,84.2,8361148,0.6463142857142857
Morocco,2019,MAR,0.41905424,78.37,10.73,5.42,3.96,1.52,1191.68,94.52,8217.599,36304408,1997518,2.62,2.1168234,99.06,86.79,7888708,0.6463142857142857
Myanmar,2000,MMR,4.194437,27.11,19.86,18.64,17.87,16.51,20153.92,65.62,973.3955,45538340,16063432,10.11,0.2625893,83.62,58.95,34052117,0.302
Myanmar,2001,MMR,3.8699899,28.62,19.95,18.05,17.22,16.16,18732.69,66.62,1083.4194,46014828,15765513,9.95,0.24215327,84.21,60.04,33707708,0.529757142857143
Myanmar,2002,MMR,3.5945241,30.17,20.03,17.42,16.58,15.81,18800.16,67.61,1198.0947,46480236,15449179,9.79,0.35882044,84.8,61.13,33312369,0.529757142857143
Myanmar,2003,MMR,3.3694127,31.74,20.1,16.77,15.93,15.46,18543.32,68.61,1340.8727,46924296,15114591,9.64,0.24302946,85.39,62.22,32865504,0.529757142857143
Myanmar,2004,MMR,3.1686294,33.35,20.16,16.09,15.29,15.11,17854.73,69.6,1511.1715,47338444,14762418,9.48,0.2522346,85.98,63.31,32367574,0.3663
Myanmar,2005,MMR,2.966358,34.99,20.22,15.38,14.64,14.76,17099.0,70.59,1702.3097,47724472,14393920,9.32,0.16990875,86.58,64.4,31820376,0.3797
Myanmar,2006,MMR,2.7944126,36.67,20.26,14.65,14.0,14.41,16314.97,71.58,1914.2416,48088276,14008938,9.17,0.2690262,87.17,65.49,31222579,0.4158
Myanmar,2007,MMR,2.629712,38.38,20.31,13.89,13.36,14.07,14995.09,72.57,2137.645,48445652,13609402,9.01,0.20322418,87.76,66.58,30577680,0.4393
Myanmar,2008,MMR,2.0349758,40.12,20.34,13.1,12.72,13.72,13928.53,73.56,2360.5432,48729480,13201113,8.85,0.17093375,88.35,67.67,29898012,0.4748
Myanmar,2009,MMR,2.3548584,41.89,20.37,12.29,12.08,13.37,12668.16,74.55,2591.0464,49015836,12790886,8.7,0.18705817,88.94,68.75,29198567,0.4883
Myanmar,2010,MMR,2.2106032,43.7,20.38,11.44,11.44,13.03,11560.66,75.53,2830.284,49390988,12382365,8.54,0.19247182,89.53,69.84,28487728,0.5224
Myanmar,2011,MMR,2.0865462,45.34,20.59,10.57,10.81,12.68,10828.56,76.51,3018.4617,49794528,11977151,8.39,0.23041078,90.12,70.93,27870883,0.5506
Myanmar,2012,MMR,1.9593245,46.79,21.02,9.68,10.17,12.34,10074.19,77.49,3187.115,50218196,11572662,8.24,0.4150077,90.71,72.02,27356291,0.5802
Myanmar,2013,MMR,1.8535075,48.26,21.45,8.76,9.54,11.99,9670.91,78.47,3409.649,50648336,11164241,8.08,0.60410887,91.3,73.11,26826566,0.529757142857143
Myanmar,2014,MMR,1.7593307,49.76,21.88,7.81,8.9,11.65,9394.83,79.45,3658.5935,51072436,10745912,7.93,1.0625565,91.89,74.2,26267429,0.529757142857143
Myanmar,2015,MMR,1.6523874,51.28,22.31,6.84,8.27,11.31,8829.75,80.42,3748.2942,51483956,10313304,7.78,1.2047012,92.48,75.29,25668464,0.529757142857143
Myanmar,2016,MMR,1.5830398,52.82,22.75,5.83,7.64,10.96,8576.09,81.4,4109.5576,51892352,9865974,7.62,0.71513724,93.07,76.38,25027688,0.6195
Myanmar,2017,MMR,1.5046403,54.38,23.19,4.81,7.0,10.62,8241.06,82.38,4312.9473,52288344,9406547,7.47,0.7516726,93.66,77.47,24350759,0.8638
Myanmar,2018,MMR,1.446867,55.97,23.63,3.75,6.37,10.27,7811.47,83.36,4556.2812,52666016,8938453,7.31,0.7265992,94.25,78.56,23645994,0.677
Myanmar,2019,MMR,1.382103,57.58,24.08,2.68,5.74,9.92,7237.4,84.34,4829.5366,53040212,8465833,7.15,0.73722625,94.84,79.65,22924108,0.7369
Nepal,2000,NPL,6.4108944,26.83,53.1,0.97,15.71,3.4,12230.68,80.9,2020.8555,24559504,4573283,69.2,0.48485136,93.31,78.98,17518754,0.5445
Nepal,2001,NPL,6.1564574,27.11,53.43,1.11,15.09,3.28,10832.64,81.64,2084.2,24956070,4471044,65.96,0.5829133,93.28,79.75,17747630,0.052
Nepal,2002,NPL,5.793196,27.35,53.74,1.24,14.5,3.17,10709.92,82.33,2055.7227,25332178,4368235,62.87,0.79097205,93.25,80.52,17962837,0.5445
Nepal,2003,NPL,5.600225,27.6,54.05,1.38,13.92,3.05,9092.56,83.03,2107.6409,25682912,4257233,59.8,0.6587751,93.22,81.29,18159574,0.5445
Nepal,2004,NPL,5.2826533,27.84,54.36,1.52,13.34,2.94,8113.89,83.71,2179.093,26003970,4139651,56.74,0.6454915,93.19,82.06,18342692,0.2118
Nepal,2005,NPL,5.1653543,28.08,54.66,1.66,12.77,2.83,9265.92,84.4,2230.789,26285112,4016455,53.69,0.7515617,93.15,82.84,18514852,0.5445
Nepal,2006,NPL,4.989697,28.32,54.95,1.8,12.2,2.72,9207.14,85.08,2285.5122,26518974,3889530,50.66,0.8452147,93.12,83.61,18683568,0.5445
Nepal,2007,NPL,4.776427,28.56,55.24,1.95,11.63,2.61,8771.59,85.75,2346.2593,26713652,3758518,47.64,0.67676955,93.09,84.38,18846484,0.5445
Nepal,2008,NPL,4.558476,28.8,55.53,2.09,11.07,2.5,8389.13,86.42,2473.9417,26881542,3620172,44.63,0.70963746,93.06,85.15,18985461,0.5445
Nepal,2009,NPL,4.438337,29.04,55.81,2.24,10.51,2.4,8300.1,87.09,2572.175,27026952,3470670,41.64,0.79475653,93.03,85.92,19075813,0.5445
Nepal,2010,NPL,4.1363835,29.28,56.08,2.39,9.96,2.29,7851.99,87.75,2682.6987,27161572,3308937,38.66,0.78889084,93.0,86.69,19103729,0.5445
Nepal,2011,NPL,3.8448024,29.52,56.35,2.54,9.41,2.18,7581.89,88.41,2763.8289,27266398,3135069,35.7,0.79485244,92.96,87.47,19059679,0.5445
Nepal,2012,NPL,3.6363974,29.75,56.61,2.7,8.87,2.08,7194.59,89.06,2886.0974,27330696,2953425,32.75,0.78674686,92.93,88.24,18959455,0.5159
Nepal,2013,NPL,3.4989038,28.31,58.54,2.85,8.33,1.97,7135.58,89.7,2982.287,27381558,2771807,29.82,0.75677407,92.9,89.01,19295961,0.564
Nepal,2014,NPL,3.3594875,26.85,60.48,3.01,7.79,1.86,6834.64,90.34,3152.2932,27462110,2598525,26.91,0.87364477,92.87,89.78,19681919,0.5445
Nepal,2015,NPL,3.138317,25.36,62.45,3.17,7.26,1.76,6598.18,90.98,3260.035,27610328,2437736,24.01,0.90927666,92.84,90.55,20163520,0.5445
Nepal,2016,NPL,3.139934,23.85,64.43,3.33,6.74,1.66,6359.52,91.6,3244.6743,27861186,2288855,21.13,1.0077181,92.81,91.32,20760896,0.5445
Nepal,2017,NPL,3.0818346,22.32,66.42,3.49,6.22,1.55,6334.06,92.23,3495.5288,28183424,2147932,18.26,1.0654247,92.77,92.1,21466114,0.9101
Nepal,2018,NPL,2.93533,20.76,68.43,3.65,5.71,1.45,6222.93,92.84,3719.3079,28506718,2010903,15.42,1.0672121,92.74,92.87,22263424,0.7486
Nepal,2019,NPL,2.838438,19.18,70.46,3.81,5.2,1.35,6070.65,93.45,3922.0813,28832500,1873321,12.59,1.1028087,92.71,93.64,23122048,0.8091
Netherlands,2000,NLD,0.0034661137,99.99,0.01,0.0,0.0,0.0,29.64,100.0,47422.203,15899138,0,0.0,5.3209352,100.0,100.0,1228,2.4427
Netherlands,2001,NLD,0.0037759056,99.99,0.01,0.0,0.0,0.0,55.33,100.0,48160.785,15981630,0,0.0,5.611759,100.0,100.0,1395,2.5193
Netherlands,2002,NLD,0.004325868,99.99,0.01,0.0,0.0,0.0,71.35,100.0,47958.332,16057042,0,0.0,6.052636,100.0,100.0,1563,2.5815
Netherlands,2003,NLD,0.0049296813,99.99,0.01,0.0,0.0,0.0,88.26,100.0,47806.883,16127574,0,0.0,6.354595,100.0,100.0,1732,2.62
Netherlands,2004,NLD,0.005338415,99.99,0.01,0.0,0.0,0.0,108.84,100.0,48586.703,16196036,0,0.0,6.24974,100.0,100.0,1904,2.6469
Netherlands,2005,NLD,0.0057263537,99.99,0.01,0.0,0.0,0.0,101.69,100.0,49467.434,16261834,0,0.0,6.2241893,100.0,100.0,2076,2.6997
Netherlands,2006,NLD,0.0060626594,99.99,0.01,0.0,0.0,0.0,116.32,100.0,51097.363,16325679,0,0.0,6.368532,100.0,100.0,2248,2.7791
Netherlands,2007,NLD,0.0064001833,99.99,0.01,0.0,0.0,0.0,130.67,100.0,52909.97,16391232,0,0.0,6.269684,100.0,100.0,2421,2.7724
Netherlands,2008,NLD,0.006744285,99.98,0.02,0.0,0.0,0.0,180.68,100.0,53848.254,16460775,0,0.0,6.1780167,100.0,100.0,2595,2.849
Netherlands,2009,NLD,0.006809982,99.98,0.02,0.0,0.0,0.0,134.57,100.0,51607.605,16536200,0,0.0,6.6640844,100.0,100.0,2769,2.9057
Netherlands,2010,NLD,0.0070147505,99.98,0.02,0.0,0.0,0.0,161.19,100.0,52032.99,16617121,0,0.0,6.830552,100.0,100.0,2944,2.9516
Netherlands,2011,NLD,0.007077247,99.98,0.02,0.0,0.0,0.0,175.65,100.0,52594.23,16701470,0,0.0,6.8888106,100.0,100.0,3120,3.1243
Netherlands,2012,NLD,0.007060424,99.98,0.02,0.0,0.0,0.0,196.76,100.0,51860.055,16785296,0,0.0,7.038039,100.0,100.0,3297,3.2463
Netherlands,2013,NLD,0.0067724627,99.98,0.02,0.0,0.0,0.0,568.3,100.0,51640.08,16867352,0,0.0,7.1233363,100.0,100.0,3474,3.3058
Netherlands,2014,NLD,0.0066454364,99.98,0.02,0.0,0.0,0.0,508.61,100.0,52186.996,16954080,0,0.0,7.1484303,100.0,100.0,3652,3.4194
Netherlands,2015,NLD,0.006568635,99.98,0.02,0.0,0.0,0.0,569.95,100.0,52974.117,17041110,0,0.0,6.819341,100.0,100.0,3831,3.4917
Netherlands,2016,NLD,0.00655633,99.98,0.02,0.0,0.0,0.0,538.22,100.0,53847.83,17124512,0,0.0,6.7407184,100.0,100.0,4008,3.547
Netherlands,2017,NLD,0.006378618,99.98,0.02,0.0,0.0,0.0,539.99,100.0,55088.633,17207204,0,0.0,6.501966,100.0,100.0,4187,3.6266
Netherlands,2018,NLD,0.006215708,99.97,0.03,0.0,0.0,0.0,608.62,100.0,56060.914,17286042,0,0.0,6.5980434,100.0,100.0,4366,3.7066
Netherlands,2019,NLD,0.006066345,99.97,0.03,0.0,0.0,0.0,583.94,100.0,56784.04,17363260,0,0.0,6.675563,100.0,100.0,4546,3.0124
New Zealand,2000,NZL,0.008908397,82.26,17.74,0.0,0.0,0.0,17.7,100.0,32772.582,3855266,0,0.0,5.56447,100.0,100.0,684568,2.2324
New Zealand,2001,NZL,0.008599643,82.26,17.74,0.0,0.0,0.0,11.58,100.0,33708.703,3889587,0,0.0,5.546198,100.0,100.0,693252,2.1728
New Zealand,2002,NZL,0.009900546,82.26,17.74,0.0,0.0,0.0,18.07,100.0,34676.797,3948582,0,0.0,5.9201937,100.0,100.0,703055,2.1177
New Zealand,2003,NZL,0.010901167,82.26,17.74,0.0,0.0,0.0,10.22,100.0,35546.098,4019944,0,0.0,5.8297744,100.0,100.0,713498,2.1775
New Zealand,2004,NZL,0.013179373,82.26,17.74,0.0,0.0,0.0,15.98,100.0,36432.492,4081415,0,0.0,6.0866647,100.0,100.0,723849,2.1922
New Zealand,2005,NZL,0.015905516,82.26,17.74,0.0,0.0,0.0,16.16,100.0,37219.805,4132782,0,0.0,6.3661394,100.0,100.0,733593,2.1052
New Zealand,2006,NZL,0.020193372,83.59,16.41,0.0,0.0,0.0,18.7,100.0,37828.188,4179986,0,0.0,6.67046,100.0,100.0,686968,2.2707
New Zealand,2007,NZL,0.027346833,84.92,15.08,0.0,0.0,0.0,60.46,100.0,38611.98,4221495,0,0.0,6.6046605,100.0,100.0,638492,2.2927
New Zealand,2008,NZL,0.032958232,86.24,13.76,0.0,0.0,0.0,61.32,100.0,37860.113,4260235,0,0.0,7.082837,100.0,100.0,588481,2.4531
New Zealand,2009,NZL,0.038143173,87.57,12.43,0.0,0.0,0.0,101.27,100.0,37432.832,4302884,0,0.0,7.477217,100.0,100.0,537282,2.5689
New Zealand,2010,NZL,0.040811867,88.9,11.1,0.0,0.0,0.0,61.9,100.0,37583.113,4346345,0,0.0,7.5083604,100.0,100.0,485053,2.6114
New Zealand,2011,NZL,0.044412136,90.23,9.77,0.0,0.0,0.0,82.89,100.0,38137.492,4381274,0,0.0,7.4998655,100.0,100.0,431767,2.6329
New Zealand,2012,NZL,0.04634612,91.56,8.44,0.0,0.0,0.0,96.39,100.0,38780.605,4410285,0,0.0,7.577423,100.0,100.0,377290,2.6783
New Zealand,2013,NZL,0.04548333,92.88,7.12,0.0,0.0,0.0,65.54,100.0,39521.074,4450641,0,0.0,7.267099,100.0,100.0,321510,2.7817
New Zealand,2014,NZL,0.047571193,94.21,5.79,0.0,0.0,0.0,94.53,100.0,40353.105,4514198,0,0.0,7.2801533,100.0,100.0,264339,2.8604
New Zealand,2015,NZL,0.04548363,95.54,4.46,0.0,0.0,0.0,73.06,100.0,41020.312,4590591,0,0.0,6.9341555,100.0,100.0,205778,3.0302
New Zealand,2016,NZL,0.042042784,96.87,3.13,0.0,0.0,0.0,56.55,100.0,41620.348,4668088,0,0.0,6.8877444,100.0,100.0,145896,3.1524
New Zealand,2017,NZL,0.04038199,98.2,1.8,0.0,0.0,0.0,80.36,100.0,42218.54,4746253,0,0.0,6.805855,100.0,100.0,84792,3.3296
New Zealand,2018,NZL,0.03843614,99.52,0.48,0.0,0.0,0.0,79.54,100.0,42862.07,4838528,0,0.0,6.892203,100.0,100.0,22543,3.4205
New Zealand,2019,NZL,0.036750954,100.0,0.0,0.0,0.0,0.0,80.84,100.0,43110.37,4959033,0,0.0,7.360546,100.0,100.0,0,2.58318947368421
Nicaragua,2000,NIC,1.8991319,47.85,32.8,0.61,14.38,4.36,540.21,81.25,3927.062,5123223,950248,15.75,2.5671213,94.88,64.47,2643695,0.7993533333333332
Nicaragua,2001,NIC,1.6996804,47.95,32.72,0.67,14.36,4.3,497.0,81.34,3989.1873,5192765,960125,15.18,2.4591522,95.05,64.36,2678164,0.7993533333333332
Nicaragua,2002,NIC,1.5051827,48.05,32.65,0.73,14.34,4.23,478.81,81.43,3968.637,5259017,969454,14.62,2.4618068,95.21,64.24,2711384,0.7993533333333332
Nicaragua,2003,NIC,1.3491689,48.15,32.57,0.79,14.32,4.17,462.64,81.51,4019.7146,5323064,978397,14.06,2.557101,95.38,64.13,2743825,0.3864
Nicaragua,2004,NIC,1.2182741,48.25,32.5,0.84,14.3,4.1,453.16,81.6,4183.608,5386220,987175,13.5,2.2737882,95.54,64.01,2776104,0.7993533333333332
Nicaragua,2005,NIC,1.0979059,48.36,32.43,0.9,14.27,4.04,374.79,81.69,4308.015,5454680,995883,12.94,2.5080984,95.71,63.9,2808611,0.4996
Nicaragua,2006,NIC,1.0326964,48.48,32.35,0.96,14.23,3.97,346.26,81.79,4425.972,5529811,1003872,12.38,2.8623824,95.87,63.78,2840631,0.4924
Nicaragua,2007,NIC,0.9042985,48.6,32.28,1.01,14.2,3.91,294.36,81.9,4586.271,5607460,1011886,11.81,3.1530685,96.04,63.67,2873094,0.5265
Nicaragua,2008,NIC,0.80519634,49.64,31.3,1.07,14.16,3.84,257.93,82.01,4676.906,5687752,1019849,11.26,3.190542,96.2,63.55,2854373,0.6486
Nicaragua,2009,NIC,0.73485404,50.66,30.34,1.12,14.11,3.77,228.14,82.11,4457.9336,5770649,1027734,10.7,3.8133276,96.36,63.43,2835063,0.7032
Nicaragua,2010,NIC,0.67424756,51.67,29.38,1.17,14.07,3.71,209.46,82.22,4586.874,5855736,1035462,10.15,3.5546594,96.53,63.32,2814989,0.7278
Nicaragua,2011,NIC,0.60839415,52.67,28.44,1.22,14.03,3.64,199.65,82.33,4805.4023,5942554,1043036,9.6,3.5304468,96.69,63.2,2794181,0.8137
Nicaragua,2012,NIC,0.5643489,53.65,27.51,1.27,13.98,3.58,173.48,82.44,5042.803,6030605,1050461,9.06,3.7492056,96.86,63.09,2772674,0.8605
Nicaragua,2013,NIC,0.52620494,54.63,26.6,1.32,13.93,3.51,166.34,82.55,5214.529,6119377,1057721,8.52,3.8688884,97.02,62.97,2750441,0.8981
Nicaragua,2014,NIC,0.4869583,55.08,26.21,1.37,13.89,3.45,139.72,82.67,5385.4985,6208680,1064815,7.98,4.15811,97.19,62.86,2759267,0.8946
Nicaragua,2015,NIC,0.47160542,55.17,26.19,1.43,13.84,3.39,162.16,82.78,5563.004,6298610,1071700,7.45,4.4658604,97.35,62.74,2790029,0.9312
Nicaragua,2016,NIC,0.44072053,55.26,26.16,1.48,13.78,3.32,160.65,82.89,5734.355,6389237,1078373,6.91,4.6512237,97.51,62.63,2820707,0.9537
Nicaragua,2017,NIC,0.43636146,55.31,26.12,1.53,13.73,3.31,116.07,82.97,5915.3755,6480534,1087552,6.89,4.857189,97.51,62.63,2853332,0.9895
Nicaragua,2018,NIC,0.41888213,55.37,26.15,1.52,13.67,3.29,125.35,83.04,5636.6396,6572234,1096261,6.86,5.143946,97.51,62.63,2885231,1.6645
Nicaragua,2019,NIC,0.4029216,55.44,26.17,1.52,13.6,3.27,122.38,83.13,5348.9873,6663919,1104391,6.83,5.1194944,97.51,62.63,2916451,0.7993533333333332
Nigeria,2005,NGA,9.203169,15.88,35.47,8.61,20.68,19.36,158809.1,59.96,3951.1829,140490720,55599355,24.57,1.1413321,84.5,44.22,116810091,0.2824
Nigeria,2006,NGA,9.159918,16.3,36.77,8.51,20.09,18.33,178877.7,61.58,4079.1357,144329760,54757552,24.18,0.9018671,85.23,45.86,119304204,0.3481
Nigeria,2007,NGA,9.054475,16.71,38.08,8.4,19.5,17.31,176267.0,63.19,4231.764,148294032,53863109,23.79,0.77861226,85.95,47.5,121880245,0.3784
Nigeria,2008,NGA,8.846899,17.12,39.4,8.26,18.9,16.31,170053.0,64.79,4396.801,152382512,52911493,23.4,0.66059947,86.67,49.14,124536779,0.3762
Nigeria,2009,NGA,8.761959,17.53,40.74,8.1,18.3,15.33,169049.5,66.37,4622.364,156595744,51899927,23.01,0.57001245,87.4,50.77,127271391,0.3782
